_benchmark_split,_split_row_id,_split,effect_label,modified_uniprot,partner_uniprot
modified_protein_disjoint,44,train,Enhance,Q9P0K1,P63104
modified_protein_disjoint,45,train,Enhance,Q9P0K1,P63104
modified_protein_disjoint,46,val,Inhibit,P35611,P12814
modified_protein_disjoint,47,val,Inhibit,P35611,P52294
modified_protein_disjoint,48,val,Enhance,P35611,Q9HD67
modified_protein_disjoint,49,val,Enhance,P35611,Q9HD67
modified_protein_disjoint,50,val,Enhance,P35611,Q9ULW0
modified_protein_disjoint,51,train,Enhance,P29274,P14416
modified_protein_disjoint,52,train,Enhance,P07550,P36575
modified_protein_disjoint,53,train,Enhance,P07550,P36575
modified_protein_disjoint,54,train,Enhance,P07550,P36575
modified_protein_disjoint,55,train,Enhance,P07550,P49407
modified_protein_disjoint,56,train,Inhibit,P07550,O14745
modified_protein_disjoint,57,train,Enhance,Q8N4X5,P27986
modified_protein_disjoint,58,train,Enhance,P51825,P50750
modified_protein_disjoint,59,train,Enhance,P51825,P50750
modified_protein_disjoint,60,train,Enhance,Q15109,Q9NWZ3
modified_protein_disjoint,61,train,Enhance,Q15109,Q99836
modified_protein_disjoint,62,train,Enhance,Q15109,P58753
modified_protein_disjoint,63,train,Inhibit,Q9UKV8,Q9UPY3
modified_protein_disjoint,64,train,Inhibit,Q9UKV8,Q9UPY3
modified_protein_disjoint,65,train,Inhibit,Q9UKV8,Q9UPY3
modified_protein_disjoint,66,train,Inhibit,Q9UKV8,Q9UPY3
modified_protein_disjoint,67,train,Enhance,Q9UKV8,Q9UGP4
modified_protein_disjoint,68,train,Inhibit,Q9UKV8,Q15633
modified_protein_disjoint,69,train,Inhibit,Q9UKV8,Q15633
modified_protein_disjoint,70,train,Enhance,Q9UKV8,Q8NDV7
modified_protein_disjoint,71,val,Enhance,P30556,P49407
modified_protein_disjoint,72,val,Enhance,P30556,P49407
modified_protein_disjoint,73,val,Enhance,P30556,P49407
modified_protein_disjoint,74,val,Enhance,P30556,P49407
modified_protein_disjoint,75,val,Enhance,P30556,P49407
modified_protein_disjoint,76,val,Enhance,P30556,P49407
modified_protein_disjoint,77,val,Enhance,P30556,P49407
modified_protein_disjoint,78,val,Enhance,P30556,P49407
modified_protein_disjoint,79,val,Enhance,P30556,P32121
modified_protein_disjoint,80,val,Enhance,P30556,P32121
modified_protein_disjoint,81,val,Enhance,P30556,P32121
modified_protein_disjoint,82,val,Enhance,P30556,P32121
modified_protein_disjoint,83,val,Enhance,P30556,P19174
modified_protein_disjoint,84,train,Enhance,O43865,O14745
modified_protein_disjoint,85,train,Enhance,O95433,P07900
modified_protein_disjoint,86,train,Enhance,O95433,P07900
modified_protein_disjoint,87,train,Inhibit,O95831,O00629
modified_protein_disjoint,88,test,Inhibit,Q12904,P14625
modified_protein_disjoint,89,train,Inhibit,Q13155,P07814
modified_protein_disjoint,90,test,Enhance,O00170,P07900
modified_protein_disjoint,91,test,Enhance,O00170,P07900
modified_protein_disjoint,92,train,Enhance,O43918,Q9UK99
modified_protein_disjoint,93,train,Enhance,O43918,Q9UK99
modified_protein_disjoint,94,val,Inhibit,Q92667,P62136
modified_protein_disjoint,95,val,Inhibit,Q92667,P62136
modified_protein_disjoint,96,train,Enhance,Q02952,P07550
modified_protein_disjoint,97,train,Enhance,Q02952,P07550
modified_protein_disjoint,98,train,Enhance,Q02952,P07550
modified_protein_disjoint,99,train,Enhance,Q02952,P53350
modified_protein_disjoint,100,val,Enhance,Q12802,P31946
modified_protein_disjoint,101,val,Enhance,Q12802,P61981
modified_protein_disjoint,102,test,Inhibit,P24588,P60709
modified_protein_disjoint,103,test,Inhibit,P24588,P60709
modified_protein_disjoint,104,train,Enhance,P31749,Q8WX93
modified_protein_disjoint,105,train,Enhance,P31749,Q13526
modified_protein_disjoint,106,train,Enhance,P31749,Q13526
modified_protein_disjoint,107,train,Enhance,P31749,Q9Y4K3
modified_protein_disjoint,108,train,Enhance,P31749,Q9Y4K3
modified_protein_disjoint,109,train,Inhibit,Q96B36,Q8N122
modified_protein_disjoint,110,train,Inhibit,Q96B36,Q8N122
modified_protein_disjoint,111,train,Inhibit,Q96B36,Q8N122
modified_protein_disjoint,112,train,Inhibit,Q96B36,Q8N122
modified_protein_disjoint,113,train,Inhibit,Q96B36,Q8N122
modified_protein_disjoint,114,train,Enhance,Q96B36,P31946
modified_protein_disjoint,115,train,Enhance,Q96B36,P31946
modified_protein_disjoint,116,train,Enhance,Q96B36,P31946
modified_protein_disjoint,117,train,Enhance,Q96B36,P31946
modified_protein_disjoint,118,train,Inhibit,P00352,P00352
modified_protein_disjoint,119,train,Inhibit,P00352,P00352
modified_protein_disjoint,120,train,Inhibit,P00352,P00352
modified_protein_disjoint,121,test,Enhance,Q9UM73,Q9Y4H2
modified_protein_disjoint,122,test,Enhance,Q9UM73,Q9Y4H2
modified_protein_disjoint,123,test,Enhance,Q9UM73,Q9Y4H2
modified_protein_disjoint,124,test,Enhance,Q9UM73,P29353
modified_protein_disjoint,125,test,Enhance,Q9UM73,Q92529
modified_protein_disjoint,126,train,Inhibit,Q4VCS5,P68133
modified_protein_disjoint,127,train,Inhibit,Q4VCS5,P60709
modified_protein_disjoint,128,train,Enhance,Q4VCS5,Q96J02
modified_protein_disjoint,129,train,Enhance,Q4VCS5,P46937
modified_protein_disjoint,130,train,Inhibit,Q4VCS5,P46937
modified_protein_disjoint,131,train,Enhance,Q4VCS5,P61981
modified_protein_disjoint,132,train,Inhibit,Q9Y2J4,P46937
modified_protein_disjoint,133,val,Inhibit,P49418,Q00610
modified_protein_disjoint,134,val,Inhibit,P49418,Q00610
modified_protein_disjoint,135,train,Enhance,P15144,P12814
modified_protein_disjoint,136,train,Enhance,P15144,P62330
modified_protein_disjoint,137,train,Enhance,P15144,P46940
modified_protein_disjoint,138,train,Enhance,P15144,P31947
modified_protein_disjoint,139,train,Enhance,P15144,P31947
modified_protein_disjoint,140,train,Enhance,P04083,P60709
modified_protein_disjoint,141,train,Inhibit,P04083,P31949
modified_protein_disjoint,142,train,Enhance,P07355,P01106
modified_protein_disjoint,143,train,Inhibit,P07355,P60903
modified_protein_disjoint,144,train,Inhibit,P07355,P60903
modified_protein_disjoint,145,train,Inhibit,P07355,P60903
modified_protein_disjoint,146,train,Enhance,P07355,P40763
modified_protein_disjoint,147,val,Enhance,P20073,P16144
modified_protein_disjoint,148,train,Inhibit,P63010,P49407
modified_protein_disjoint,149,train,Inhibit,O14727,P08574
modified_protein_disjoint,150,train,Enhance,O14727,P62258
modified_protein_disjoint,151,train,Enhance,Q99767,P05067
modified_protein_disjoint,152,train,Enhance,O96018,Q9NWT6
modified_protein_disjoint,153,train,Enhance,O96018,Q9NWT6
modified_protein_disjoint,154,train,Enhance,O00213,P05067
modified_protein_disjoint,155,train,Enhance,O00213,P05067
modified_protein_disjoint,156,train,Enhance,O00213,P05067
modified_protein_disjoint,157,train,Inhibit,O00213,P05067
modified_protein_disjoint,158,train,Inhibit,O00213,P05067
modified_protein_disjoint,159,train,Inhibit,O00213,P05067
modified_protein_disjoint,160,train,Inhibit,O00213,Q9Y272
modified_protein_disjoint,161,train,Enhance,P25054,P35222
modified_protein_disjoint,162,train,Enhance,P25054,P35222
modified_protein_disjoint,163,train,Inhibit,P25054,Q15691
modified_protein_disjoint,164,train,Inhibit,P25054,Q15691
modified_protein_disjoint,165,test,Inhibit,P27695,P18887
modified_protein_disjoint,166,test,Inhibit,P27695,P18887
modified_protein_disjoint,167,train,Inhibit,Q9UKG1,Q01968
modified_protein_disjoint,168,train,Inhibit,P41181,P0DMV8
modified_protein_disjoint,169,train,Inhibit,P41181,P0DMV8
modified_protein_disjoint,170,train,Enhance,P41181,P58753
modified_protein_disjoint,171,train,Enhance,P55064,P12931
modified_protein_disjoint,172,train,Enhance,P10275,Q09472
modified_protein_disjoint,173,train,Inhibit,P10275,Q13547
modified_protein_disjoint,174,train,Inhibit,P10275,P07900
modified_protein_disjoint,175,train,Enhance,P10275,Q00987
modified_protein_disjoint,176,train,Enhance,P10275,Q00987
modified_protein_disjoint,177,train,Inhibit,P10275,O75376
modified_protein_disjoint,178,train,Enhance,P10275,Q9Y252
modified_protein_disjoint,179,train,Inhibit,P10275,P13010
modified_protein_disjoint,180,train,Inhibit,P10275,P12956
modified_protein_disjoint,181,train,Enhance,Q8WWN8,P52735
modified_protein_disjoint,182,train,Enhance,Q8WWN8,P52735
modified_protein_disjoint,183,train,Inhibit,P53367,P84077
modified_protein_disjoint,184,train,Inhibit,Q68EM7,Q15642
modified_protein_disjoint,185,test,Enhance,Q7Z5H3,P31946
modified_protein_disjoint,186,test,Enhance,Q7Z5H3,P31946
modified_protein_disjoint,187,train,Enhance,O14559,Q06124
modified_protein_disjoint,188,val,Enhance,Q9NRY4,Q14152
modified_protein_disjoint,189,val,Enhance,Q9NRY4,P20936
modified_protein_disjoint,190,val,Enhance,Q9NRY4,P20936
modified_protein_disjoint,191,val,Inhibit,Q9NRY4,Q92730
modified_protein_disjoint,192,val,Inhibit,Q9NRY4,Q92730
modified_protein_disjoint,193,val,Inhibit,Q9NRY4,Q92730
modified_protein_disjoint,194,train,Inhibit,P52565,P60953
modified_protein_disjoint,195,train,Inhibit,P52565,P63000
modified_protein_disjoint,196,train,Inhibit,P52565,P63000
modified_protein_disjoint,197,train,Inhibit,P52565,P61586
modified_protein_disjoint,198,train,Inhibit,P52565,P61586
modified_protein_disjoint,199,train,Inhibit,P52565,P61586
modified_protein_disjoint,200,train,Inhibit,P52565,P61586
modified_protein_disjoint,201,train,Inhibit,P52565,P61586
modified_protein_disjoint,202,train,Inhibit,P52566,P60953
modified_protein_disjoint,203,train,Inhibit,P52566,P60953
modified_protein_disjoint,204,train,Inhibit,P52566,P60953
modified_protein_disjoint,205,train,Inhibit,P52566,P63000
modified_protein_disjoint,206,train,Inhibit,P52566,P63000
modified_protein_disjoint,207,train,Inhibit,P52566,P63000
modified_protein_disjoint,208,train,Inhibit,P52566,P63000
modified_protein_disjoint,209,train,Inhibit,P52566,P63000
modified_protein_disjoint,210,train,Inhibit,P52566,P63000
modified_protein_disjoint,211,train,Inhibit,P52566,P61586
modified_protein_disjoint,212,train,Inhibit,P52566,P61586
modified_protein_disjoint,213,train,Inhibit,P52566,P08134
modified_protein_disjoint,214,train,Inhibit,P52566,P08134
modified_protein_disjoint,215,train,Enhance,P52566,Q14242
modified_protein_disjoint,216,train,Enhance,P52566,Q14242
modified_protein_disjoint,217,train,Enhance,P52566,P15498
modified_protein_disjoint,218,train,Enhance,Q92974,P31946
modified_protein_disjoint,219,train,Enhance,Q92974,P63104
modified_protein_disjoint,220,train,Inhibit,Q99856,Q01094
modified_protein_disjoint,221,train,Inhibit,P29374,P06400
modified_protein_disjoint,222,train,Inhibit,P29374,P06400
modified_protein_disjoint,223,test,Enhance,P56211,P67775
modified_protein_disjoint,224,test,Enhance,P49407,P20963
modified_protein_disjoint,225,test,Inhibit,P32121,Q9Y4K3
modified_protein_disjoint,226,train,Enhance,Q9ULH1,Q92538
modified_protein_disjoint,227,train,Enhance,Q8TDY4,P62993
modified_protein_disjoint,228,train,Enhance,Q9Y294,Q13111
modified_protein_disjoint,229,train,Enhance,Q9Y294,P68431
modified_protein_disjoint,230,train,Enhance,Q9Y294,Q14676
modified_protein_disjoint,231,train,Enhance,Q9Y294,Q6ZRQ5
modified_protein_disjoint,232,train,Inhibit,Q96QE3,O60885
modified_protein_disjoint,233,train,Inhibit,P18846,Q92793
modified_protein_disjoint,234,train,Inhibit,P18846,Q92793
modified_protein_disjoint,235,train,Enhance,P18846,Q13526
modified_protein_disjoint,236,train,Enhance,P18850,Q15125
modified_protein_disjoint,237,train,Enhance,Q9Y4P1,P36542
modified_protein_disjoint,238,train,Inhibit,Q9Y4P1,Q9GZQ8
modified_protein_disjoint,239,train,Enhance,Q7Z3C6,P63104
modified_protein_disjoint,240,train,Enhance,Q13315,Q14676
modified_protein_disjoint,241,train,Enhance,Q13315,Q99801
modified_protein_disjoint,242,train,Enhance,Q13315,P14618
modified_protein_disjoint,243,test,Inhibit,Q9UII2,P24539
modified_protein_disjoint,244,train,Enhance,Q13535,P55957
modified_protein_disjoint,245,train,Enhance,Q13535,Q92547
modified_protein_disjoint,246,train,Enhance,Q13535,P23025
modified_protein_disjoint,247,test,Enhance,Q8WXE1,P38398
modified_protein_disjoint,248,train,Enhance,P54253,Q96I25
modified_protein_disjoint,249,train,Inhibit,P54253,Q96I25
modified_protein_disjoint,250,train,Inhibit,P54253,P26368
modified_protein_disjoint,251,train,Enhance,P54253,P31946
modified_protein_disjoint,252,train,Enhance,P54253,P62258
modified_protein_disjoint,253,train,Enhance,P54253,P63104
modified_protein_disjoint,254,train,Enhance,P54253,P63104
modified_protein_disjoint,255,train,Enhance,P54253,P63104
modified_protein_disjoint,256,val,Enhance,Q9UBB4,P53350
modified_protein_disjoint,257,train,Enhance,P30530,P62993
modified_protein_disjoint,258,train,Enhance,P30530,P62993
modified_protein_disjoint,259,train,Enhance,P30530,P62993
modified_protein_disjoint,260,train,Enhance,P30530,P62993
modified_protein_disjoint,261,train,Enhance,P30530,P62993
modified_protein_disjoint,262,train,Enhance,P30530,P27986
modified_protein_disjoint,263,train,Enhance,P30530,P27986
modified_protein_disjoint,264,train,Enhance,P30530,P27986
modified_protein_disjoint,265,train,Enhance,P30530,P27986
modified_protein_disjoint,266,train,Enhance,P30530,P27986
modified_protein_disjoint,267,train,Enhance,P30530,P27986
modified_protein_disjoint,268,train,Enhance,P30530,O00459
modified_protein_disjoint,269,train,Enhance,P30530,O00459
modified_protein_disjoint,270,train,Enhance,P30530,O00459
modified_protein_disjoint,271,train,Enhance,P30530,O00459
modified_protein_disjoint,272,train,Enhance,P30530,O00459
modified_protein_disjoint,273,train,Enhance,P30530,O00459
modified_protein_disjoint,274,train,Enhance,P30530,P19174
modified_protein_disjoint,275,train,Enhance,Q9NWV8,O95271
modified_protein_disjoint,276,train,Enhance,Q9NWV8,Q96RL1
modified_protein_disjoint,277,train,Enhance,P56817,Q6VY07
modified_protein_disjoint,278,train,Enhance,Q92934,P63104
modified_protein_disjoint,279,test,Enhance,Q9UQB8,P27348
modified_protein_disjoint,280,test,Enhance,Q9UQB8,P63104
modified_protein_disjoint,281,test,Enhance,Q9UQB8,P63104
modified_protein_disjoint,282,test,Inhibit,Q9UHR4,P04637
modified_protein_disjoint,283,val,Inhibit,Q16611,Q16611
modified_protein_disjoint,284,val,Inhibit,Q16611,Q16611
modified_protein_disjoint,285,val,Inhibit,Q16611,Q16611
modified_protein_disjoint,286,val,Inhibit,Q16611,Q16611
modified_protein_disjoint,287,val,Inhibit,Q16611,Q16611
modified_protein_disjoint,288,val,Inhibit,Q16611,Q16611
modified_protein_disjoint,289,val,Enhance,Q16611,P55957
modified_protein_disjoint,290,train,Inhibit,O75531,O75531
modified_protein_disjoint,291,train,Inhibit,O75531,O75531
modified_protein_disjoint,292,train,Inhibit,O75531,O75531
modified_protein_disjoint,293,train,Inhibit,O75531,O75531
modified_protein_disjoint,294,train,Inhibit,O75531,O75531
modified_protein_disjoint,295,train,Inhibit,O75531,O75531
modified_protein_disjoint,296,train,Inhibit,O75531,O75531
modified_protein_disjoint,297,train,Inhibit,O75531,O75531
modified_protein_disjoint,298,train,Inhibit,O75531,O75531
modified_protein_disjoint,299,train,Inhibit,O75531,O75531
modified_protein_disjoint,300,train,Inhibit,O75531,O75531
modified_protein_disjoint,301,train,Inhibit,O75531,O75531
modified_protein_disjoint,302,train,Inhibit,O75531,O75531
modified_protein_disjoint,303,train,Inhibit,O75531,O75531
modified_protein_disjoint,304,train,Inhibit,O75531,O75531
modified_protein_disjoint,305,train,Inhibit,O75531,O75531
modified_protein_disjoint,306,train,Inhibit,O75531,O75531
modified_protein_disjoint,307,train,Inhibit,O75531,O75531
modified_protein_disjoint,308,train,Inhibit,O75531,O75531
modified_protein_disjoint,309,train,Enhance,Q92560,P85037
modified_protein_disjoint,310,train,Enhance,Q92560,Q01167
modified_protein_disjoint,311,train,Enhance,Q9BXH1,Q9Y5U8
modified_protein_disjoint,312,train,Enhance,Q9BXH1,Q9Y5U8
modified_protein_disjoint,313,train,Inhibit,P56945,Q05397
modified_protein_disjoint,314,train,Inhibit,P56945,Q05209
modified_protein_disjoint,315,train,Enhance,O95999,P20749
modified_protein_disjoint,316,train,Enhance,O95999,P20749
modified_protein_disjoint,317,train,Enhance,O95999,Q9Y6K9
modified_protein_disjoint,318,train,Enhance,O95999,Q9Y6K9
modified_protein_disjoint,319,train,Enhance,O95999,Q9Y6K9
modified_protein_disjoint,320,train,Enhance,O95999,Q9Y6K9
modified_protein_disjoint,321,train,Enhance,O95999,Q9Y6K9
modified_protein_disjoint,322,train,Inhibit,Q9C0K0,Q13330
modified_protein_disjoint,323,train,Inhibit,Q9C0K0,Q9BTC8
modified_protein_disjoint,324,train,Enhance,P10415,Q07812
modified_protein_disjoint,325,train,Inhibit,P10415,Q14457
modified_protein_disjoint,326,train,Inhibit,P10415,Q14457
modified_protein_disjoint,327,train,Inhibit,P10415,Q14457
modified_protein_disjoint,328,train,Inhibit,P10415,Q14457
modified_protein_disjoint,329,train,Inhibit,P10415,Q14457
modified_protein_disjoint,330,train,Inhibit,P10415,Q14457
modified_protein_disjoint,331,train,Enhance,P10415,Q13526
modified_protein_disjoint,332,train,Inhibit,Q07817,Q16611
modified_protein_disjoint,333,train,Inhibit,Q07817,Q07812
modified_protein_disjoint,334,train,Inhibit,Q07817,Q07812
modified_protein_disjoint,335,train,Enhance,Q07817,P06493
modified_protein_disjoint,336,train,Inhibit,Q07817,Q8N8N0
modified_protein_disjoint,337,train,Enhance,O43521,Q14457
modified_protein_disjoint,338,train,Inhibit,O43521,Q14457
modified_protein_disjoint,339,train,Enhance,O43521,Q9Y297
modified_protein_disjoint,340,train,Enhance,O43521,Q9Y297
modified_protein_disjoint,341,train,Enhance,O43521,Q9Y297
modified_protein_disjoint,342,train,Enhance,O43521,P63167
modified_protein_disjoint,343,train,Inhibit,O43521,P63167
modified_protein_disjoint,344,train,Inhibit,O43521,Q07820
modified_protein_disjoint,345,train,Enhance,P11274,P62993
modified_protein_disjoint,346,train,Enhance,P11274,P62993
modified_protein_disjoint,347,train,Enhance,P11274,P62993
modified_protein_disjoint,348,train,Enhance,P11274,P62993
modified_protein_disjoint,349,train,Enhance,P11274,P62993
modified_protein_disjoint,350,train,Enhance,A9UF07,P62993
modified_protein_disjoint,351,train,Inhibit,Q14457,Q6ZNE5
modified_protein_disjoint,352,train,Enhance,Q14457,Q6ZNE5
modified_protein_disjoint,353,train,Inhibit,Q14457,P10415
modified_protein_disjoint,354,train,Inhibit,Q14457,P10415
modified_protein_disjoint,355,train,Enhance,Q14457,P10415
modified_protein_disjoint,356,train,Inhibit,Q14457,P10415
modified_protein_disjoint,357,train,Enhance,Q14457,Q07817
modified_protein_disjoint,358,train,Inhibit,Q14457,Q07817
modified_protein_disjoint,359,train,Enhance,Q14457,Q14457
modified_protein_disjoint,360,train,Enhance,Q14457,Q8NEB9
modified_protein_disjoint,361,train,Enhance,Q14457,Q8NEB9
modified_protein_disjoint,362,train,Enhance,Q14457,Q92622
modified_protein_disjoint,363,train,Enhance,Q14457,Q92622
modified_protein_disjoint,364,train,Enhance,Q14457,Q92622
modified_protein_disjoint,365,train,Enhance,Q14457,Q92622
modified_protein_disjoint,366,train,Enhance,Q14457,Q9UPY5
modified_protein_disjoint,367,train,Enhance,Q14457,Q9UPY5
modified_protein_disjoint,368,train,Enhance,Q14457,Q9UPY5
modified_protein_disjoint,369,train,Enhance,Q14457,Q9P2Y5
modified_protein_disjoint,370,val,Enhance,O76090,P61981
modified_protein_disjoint,371,train,Enhance,Q13323,P10415
modified_protein_disjoint,372,train,Enhance,Q13323,P10415
modified_protein_disjoint,373,train,Enhance,Q13323,Q07817
modified_protein_disjoint,374,train,Enhance,Q13323,Q07817
modified_protein_disjoint,375,train,Enhance,O00499,P10636
modified_protein_disjoint,376,val,Enhance,O15392,O15392
modified_protein_disjoint,377,val,Enhance,O15392,O15392
modified_protein_disjoint,378,val,Enhance,O15392,O15392
modified_protein_disjoint,379,val,Enhance,O15392,O15392
modified_protein_disjoint,380,val,Enhance,O15392,O15392
modified_protein_disjoint,381,val,Enhance,O15392,O15392
modified_protein_disjoint,382,val,Enhance,O15392,P55211
modified_protein_disjoint,383,val,Inhibit,O15392,Q53HL2
modified_protein_disjoint,384,val,Enhance,O15392,P40763
modified_protein_disjoint,385,val,Inhibit,O15392,P98170
modified_protein_disjoint,386,val,Inhibit,O15392,O14980
modified_protein_disjoint,387,train,Inhibit,P54132,Q13618
modified_protein_disjoint,388,train,Enhance,P54132,P19338
modified_protein_disjoint,389,train,Inhibit,P54132,P29590
modified_protein_disjoint,390,train,Enhance,P54132,P29590
modified_protein_disjoint,391,train,Inhibit,P54132,Q13472
modified_protein_disjoint,392,train,Enhance,P54132,Q92547
modified_protein_disjoint,393,train,Inhibit,P54132,Q92547
modified_protein_disjoint,394,train,Enhance,P54132,Q96RL1
modified_protein_disjoint,395,train,Enhance,P54132,Q96RL1
modified_protein_disjoint,396,train,Enhance,P54132,Q96RL1
modified_protein_disjoint,397,train,Enhance,Q8WV28,P31947
modified_protein_disjoint,398,train,Enhance,Q8WV28,P31947
modified_protein_disjoint,399,train,Enhance,Q8WV28,P61981
modified_protein_disjoint,400,train,Enhance,Q8WV28,P61981
modified_protein_disjoint,401,train,Enhance,Q8WV28,P63104
modified_protein_disjoint,402,train,Enhance,Q8WV28,P63104
modified_protein_disjoint,403,train,Enhance,O60238,Q9GZQ8
modified_protein_disjoint,404,train,Enhance,O60238,Q9GZQ8
modified_protein_disjoint,405,train,Enhance,Q6PGQ7,Q14676
modified_protein_disjoint,406,train,Enhance,Q6PGQ7,Q13526
modified_protein_disjoint,407,train,Enhance,Q6PGQ7,Q13526
modified_protein_disjoint,408,test,Inhibit,P15056,Q8IVT5
modified_protein_disjoint,409,test,Inhibit,P15056,Q02750
modified_protein_disjoint,410,test,Inhibit,P15056,Q02750
modified_protein_disjoint,411,test,Inhibit,P15056,Q02750
modified_protein_disjoint,412,test,Inhibit,P15056,Q02750
modified_protein_disjoint,413,test,Inhibit,P15056,Q02750
modified_protein_disjoint,414,test,Inhibit,P15056,Q02750
modified_protein_disjoint,415,test,Inhibit,P15056,Q02750
modified_protein_disjoint,416,test,Inhibit,P15056,Q02750
modified_protein_disjoint,417,test,Inhibit,P15056,Q02750
modified_protein_disjoint,418,test,Inhibit,P15056,Q02750
modified_protein_disjoint,419,test,Inhibit,P15056,P01111
modified_protein_disjoint,420,test,Inhibit,P15056,P04049
modified_protein_disjoint,421,test,Enhance,P15056,P31946
modified_protein_disjoint,422,train,Enhance,P38398,Q13526
modified_protein_disjoint,423,train,Enhance,P38398,Q13526
modified_protein_disjoint,424,train,Enhance,P51587,Q7Z406
modified_protein_disjoint,425,train,Enhance,P51587,P53350
modified_protein_disjoint,426,train,Enhance,P51587,P53350
modified_protein_disjoint,427,train,Inhibit,P51587,Q06609
modified_protein_disjoint,428,train,Inhibit,P51587,Q06609
modified_protein_disjoint,429,train,Inhibit,P51587,Q06609
modified_protein_disjoint,430,train,Inhibit,P51587,Q06609
modified_protein_disjoint,431,train,Inhibit,P51587,Q06609
modified_protein_disjoint,432,train,Inhibit,P51587,Q06609
modified_protein_disjoint,433,train,Inhibit,P51587,Q06609
modified_protein_disjoint,434,train,Inhibit,P51587,Q06609
modified_protein_disjoint,435,train,Inhibit,P51587,Q06609
modified_protein_disjoint,436,train,Inhibit,P51587,Q06609
modified_protein_disjoint,437,train,Inhibit,P51587,Q06609
modified_protein_disjoint,438,train,Inhibit,P51587,Q06609
modified_protein_disjoint,439,train,Inhibit,P51587,Q06609
modified_protein_disjoint,440,train,Inhibit,P51587,Q06609
modified_protein_disjoint,441,train,Inhibit,P51587,Q06609
modified_protein_disjoint,442,train,Inhibit,P51587,Q06609
modified_protein_disjoint,443,train,Inhibit,P51587,Q06609
modified_protein_disjoint,444,train,Inhibit,P51587,Q06609
modified_protein_disjoint,445,train,Enhance,O60885,P50750
modified_protein_disjoint,446,train,Enhance,O60885,Q13526
modified_protein_disjoint,447,train,Enhance,Q92994,Q12789
modified_protein_disjoint,448,train,Enhance,Q9BX63,P38398
modified_protein_disjoint,449,train,Enhance,Q9BX63,Q92547
modified_protein_disjoint,450,train,Enhance,Q9HCU9,P62258
modified_protein_disjoint,451,test,Enhance,P62324,Q13111
modified_protein_disjoint,452,train,Enhance,Q06187,P63104
modified_protein_disjoint,453,train,Enhance,Q06187,P63104
modified_protein_disjoint,454,val,Enhance,O43683,P53350
modified_protein_disjoint,455,test,Enhance,O60566,P53350
modified_protein_disjoint,456,test,Enhance,O60566,P67775
modified_protein_disjoint,457,test,Enhance,O60566,P67775
modified_protein_disjoint,458,train,Enhance,O43684,Q9NPF5
modified_protein_disjoint,459,train,Enhance,O43684,Q8NG31
