_benchmark_split,_split_row_id,_split,effect_label,modified_uniprot,partner_uniprot
random,87,train,Inhibit,O95831,O00629
random,88,train,Inhibit,Q12904,P14625
random,89,train,Inhibit,Q13155,P07814
random,90,train,Enhance,O00170,P07900
random,91,train,Enhance,O00170,P07900
random,92,train,Enhance,O43918,Q9UK99
random,93,train,Enhance,O43918,Q9UK99
random,94,test,Inhibit,Q92667,P62136
random,95,train,Inhibit,Q92667,P62136
random,96,test,Enhance,Q02952,P07550
random,97,train,Enhance,Q02952,P07550
random,98,test,Enhance,Q02952,P07550
random,99,test,Enhance,Q02952,P53350
random,100,train,Enhance,Q12802,P31946
random,101,val,Enhance,Q12802,P61981
random,102,train,Inhibit,P24588,P60709
random,103,train,Inhibit,P24588,P60709
random,104,train,Enhance,P31749,Q8WX93
random,105,val,Enhance,P31749,Q13526
random,106,train,Enhance,P31749,Q13526
random,107,train,Enhance,P31749,Q9Y4K3
random,108,test,Enhance,P31749,Q9Y4K3
random,109,train,Inhibit,Q96B36,Q8N122
random,110,train,Inhibit,Q96B36,Q8N122
random,111,train,Inhibit,Q96B36,Q8N122
random,112,train,Inhibit,Q96B36,Q8N122
random,113,test,Inhibit,Q96B36,Q8N122
random,114,train,Enhance,Q96B36,P31946
random,115,train,Enhance,Q96B36,P31946
random,116,train,Enhance,Q96B36,P31946
random,117,val,Enhance,Q96B36,P31946
random,118,train,Inhibit,P00352,P00352
random,119,train,Inhibit,P00352,P00352
random,120,train,Inhibit,P00352,P00352
random,121,train,Enhance,Q9UM73,Q9Y4H2
random,122,train,Enhance,Q9UM73,Q9Y4H2
random,123,train,Enhance,Q9UM73,Q9Y4H2
random,124,train,Enhance,Q9UM73,P29353
random,125,train,Enhance,Q9UM73,Q92529
random,126,train,Inhibit,Q4VCS5,P68133
random,127,train,Inhibit,Q4VCS5,P60709
random,128,val,Enhance,Q4VCS5,Q96J02
random,129,test,Enhance,Q4VCS5,P46937
random,130,train,Inhibit,Q4VCS5,P46937
random,131,train,Enhance,Q4VCS5,P61981
random,132,train,Inhibit,Q9Y2J4,P46937
random,133,train,Inhibit,P49418,Q00610
random,134,train,Inhibit,P49418,Q00610
random,135,val,Enhance,P15144,P12814
random,136,test,Enhance,P15144,P62330
random,137,test,Enhance,P15144,P46940
random,138,val,Enhance,P15144,P31947
random,139,train,Enhance,P15144,P31947
random,140,train,Enhance,P04083,P60709
random,141,test,Inhibit,P04083,P31949
random,142,train,Enhance,P07355,P01106
random,143,train,Inhibit,P07355,P60903
random,144,train,Inhibit,P07355,P60903
random,145,val,Inhibit,P07355,P60903
random,146,test,Enhance,P07355,P40763
random,147,train,Enhance,P20073,P16144
random,148,test,Inhibit,P63010,P49407
random,149,train,Inhibit,O14727,P08574
random,150,train,Enhance,O14727,P62258
random,151,train,Enhance,Q99767,P05067
random,152,train,Enhance,O96018,Q9NWT6
random,153,train,Enhance,O96018,Q9NWT6
random,154,val,Enhance,O00213,P05067
random,155,test,Enhance,O00213,P05067
random,156,train,Enhance,O00213,P05067
random,157,test,Inhibit,O00213,P05067
random,158,train,Inhibit,O00213,P05067
random,159,train,Inhibit,O00213,P05067
random,160,test,Inhibit,O00213,Q9Y272
random,161,train,Enhance,P25054,P35222
random,162,train,Enhance,P25054,P35222
random,163,train,Inhibit,P25054,Q15691
random,164,train,Inhibit,P25054,Q15691
random,165,test,Inhibit,P27695,P18887
random,166,train,Inhibit,P27695,P18887
random,167,test,Inhibit,Q9UKG1,Q01968
random,168,train,Inhibit,P41181,P0DMV8
random,169,train,Inhibit,P41181,P0DMV8
random,170,train,Enhance,P41181,P58753
random,171,train,Enhance,P55064,P12931
random,172,test,Enhance,P10275,Q09472
random,173,train,Inhibit,P10275,Q13547
random,174,train,Inhibit,P10275,P07900
random,175,train,Enhance,P10275,Q00987
random,176,train,Enhance,P10275,Q00987
random,177,test,Inhibit,P10275,O75376
random,178,train,Enhance,P10275,Q9Y252
random,179,train,Inhibit,P10275,P13010
random,180,train,Inhibit,P10275,P12956
random,181,train,Enhance,Q8WWN8,P52735
random,182,train,Enhance,Q8WWN8,P52735
random,183,train,Inhibit,P53367,P84077
random,184,train,Inhibit,Q68EM7,Q15642
random,185,test,Enhance,Q7Z5H3,P31946
random,186,train,Enhance,Q7Z5H3,P31946
random,187,train,Enhance,O14559,Q06124
random,188,val,Enhance,Q9NRY4,Q14152
random,189,test,Enhance,Q9NRY4,P20936
random,190,train,Enhance,Q9NRY4,P20936
random,191,train,Inhibit,Q9NRY4,Q92730
random,192,train,Inhibit,Q9NRY4,Q92730
random,193,test,Inhibit,Q9NRY4,Q92730
random,194,train,Inhibit,P52565,P60953
random,195,train,Inhibit,P52565,P63000
random,196,test,Inhibit,P52565,P63000
random,197,train,Inhibit,P52565,P61586
random,198,train,Inhibit,P52565,P61586
random,199,test,Inhibit,P52565,P61586
random,200,train,Inhibit,P52565,P61586
random,201,train,Inhibit,P52565,P61586
random,202,train,Inhibit,P52566,P60953
random,203,train,Inhibit,P52566,P60953
random,204,train,Inhibit,P52566,P60953
random,205,train,Inhibit,P52566,P63000
random,206,val,Inhibit,P52566,P63000
random,207,test,Inhibit,P52566,P63000
random,208,val,Inhibit,P52566,P63000
random,209,test,Inhibit,P52566,P63000
random,210,train,Inhibit,P52566,P63000
random,211,train,Inhibit,P52566,P61586
random,212,test,Inhibit,P52566,P61586
random,213,val,Inhibit,P52566,P08134
random,214,train,Inhibit,P52566,P08134
random,215,train,Enhance,P52566,Q14242
random,216,val,Enhance,P52566,Q14242
random,217,train,Enhance,P52566,P15498
random,218,train,Enhance,Q92974,P31946
random,219,train,Enhance,Q92974,P63104
random,220,train,Inhibit,Q99856,Q01094
random,221,train,Inhibit,P29374,P06400
random,222,train,Inhibit,P29374,P06400
random,223,train,Enhance,P56211,P67775
random,224,train,Enhance,P49407,P20963
random,225,test,Inhibit,P32121,Q9Y4K3
random,226,train,Enhance,Q9ULH1,Q92538
random,227,train,Enhance,Q8TDY4,P62993
random,228,train,Enhance,Q9Y294,Q13111
random,229,train,Enhance,Q9Y294,P68431
random,230,train,Enhance,Q9Y294,Q14676
random,231,train,Enhance,Q9Y294,Q6ZRQ5
random,232,train,Inhibit,Q96QE3,O60885
random,233,train,Inhibit,P18846,Q92793
random,234,train,Inhibit,P18846,Q92793
random,235,train,Enhance,P18846,Q13526
random,236,train,Enhance,P18850,Q15125
random,237,train,Enhance,Q9Y4P1,P36542
random,238,val,Inhibit,Q9Y4P1,Q9GZQ8
random,239,test,Enhance,Q7Z3C6,P63104
random,240,train,Enhance,Q13315,Q14676
random,241,test,Enhance,Q13315,Q99801
random,242,test,Enhance,Q13315,P14618
random,243,train,Inhibit,Q9UII2,P24539
random,244,test,Enhance,Q13535,P55957
random,245,train,Enhance,Q13535,Q92547
random,246,train,Enhance,Q13535,P23025
random,247,train,Enhance,Q8WXE1,P38398
random,248,train,Enhance,P54253,Q96I25
random,249,train,Inhibit,P54253,Q96I25
random,250,train,Inhibit,P54253,P26368
random,251,test,Enhance,P54253,P31946
random,252,train,Enhance,P54253,P62258
random,253,train,Enhance,P54253,P63104
random,254,test,Enhance,P54253,P63104
random,255,train,Enhance,P54253,P63104
random,256,test,Enhance,Q9UBB4,P53350
random,257,test,Enhance,P30530,P62993
random,258,train,Enhance,P30530,P62993
random,259,test,Enhance,P30530,P62993
random,260,train,Enhance,P30530,P62993
random,261,test,Enhance,P30530,P62993
random,262,train,Enhance,P30530,P27986
random,263,train,Enhance,P30530,P27986
random,264,train,Enhance,P30530,P27986
random,265,test,Enhance,P30530,P27986
random,266,test,Enhance,P30530,P27986
random,267,test,Enhance,P30530,P27986
random,268,test,Enhance,P30530,O00459
random,269,val,Enhance,P30530,O00459
random,270,test,Enhance,P30530,O00459
random,271,val,Enhance,P30530,O00459
random,272,train,Enhance,P30530,O00459
random,273,train,Enhance,P30530,O00459
random,274,val,Enhance,P30530,P19174
random,275,test,Enhance,Q9NWV8,O95271
random,276,train,Enhance,Q9NWV8,Q96RL1
random,277,train,Enhance,P56817,Q6VY07
random,278,test,Enhance,Q92934,P63104
random,279,test,Enhance,Q9UQB8,P27348
random,280,val,Enhance,Q9UQB8,P63104
random,281,train,Enhance,Q9UQB8,P63104
random,282,train,Inhibit,Q9UHR4,P04637
random,283,train,Inhibit,Q16611,Q16611
random,284,train,Inhibit,Q16611,Q16611
random,285,val,Inhibit,Q16611,Q16611
random,286,train,Inhibit,Q16611,Q16611
random,287,test,Inhibit,Q16611,Q16611
random,288,test,Inhibit,Q16611,Q16611
random,289,train,Enhance,Q16611,P55957
random,290,train,Inhibit,O75531,O75531
random,291,test,Inhibit,O75531,O75531
random,292,test,Inhibit,O75531,O75531
random,293,train,Inhibit,O75531,O75531
random,294,train,Inhibit,O75531,O75531
random,295,val,Inhibit,O75531,O75531
random,296,train,Inhibit,O75531,O75531
random,297,train,Inhibit,O75531,O75531
random,298,val,Inhibit,O75531,O75531
random,299,test,Inhibit,O75531,O75531
random,300,train,Inhibit,O75531,O75531
random,301,train,Inhibit,O75531,O75531
random,302,train,Inhibit,O75531,O75531
random,303,train,Inhibit,O75531,O75531
random,304,val,Inhibit,O75531,O75531
random,305,train,Inhibit,O75531,O75531
random,306,test,Inhibit,O75531,O75531
random,307,test,Inhibit,O75531,O75531
random,308,train,Inhibit,O75531,O75531
random,309,train,Enhance,Q92560,P85037
random,310,val,Enhance,Q92560,Q01167
random,311,train,Enhance,Q9BXH1,Q9Y5U8
random,312,train,Enhance,Q9BXH1,Q9Y5U8
random,313,train,Inhibit,P56945,Q05397
random,314,train,Inhibit,P56945,Q05209
random,315,train,Enhance,O95999,P20749
random,316,train,Enhance,O95999,P20749
random,317,train,Enhance,O95999,Q9Y6K9
random,318,test,Enhance,O95999,Q9Y6K9
random,319,test,Enhance,O95999,Q9Y6K9
random,320,train,Enhance,O95999,Q9Y6K9
random,321,train,Enhance,O95999,Q9Y6K9
random,322,test,Inhibit,Q9C0K0,Q13330
random,323,train,Inhibit,Q9C0K0,Q9BTC8
random,324,train,Enhance,P10415,Q07812
random,325,test,Inhibit,P10415,Q14457
random,326,test,Inhibit,P10415,Q14457
random,327,train,Inhibit,P10415,Q14457
random,328,test,Inhibit,P10415,Q14457
random,329,val,Inhibit,P10415,Q14457
random,330,train,Inhibit,P10415,Q14457
random,331,train,Enhance,P10415,Q13526
random,332,train,Inhibit,Q07817,Q16611
random,333,train,Inhibit,Q07817,Q07812
random,334,test,Inhibit,Q07817,Q07812
random,335,train,Enhance,Q07817,P06493
random,336,train,Inhibit,Q07817,Q8N8N0
random,337,test,Enhance,O43521,Q14457
random,338,train,Inhibit,O43521,Q14457
random,339,train,Enhance,O43521,Q9Y297
random,340,train,Enhance,O43521,Q9Y297
random,341,train,Enhance,O43521,Q9Y297
random,342,train,Enhance,O43521,P63167
random,343,val,Inhibit,O43521,P63167
random,344,train,Inhibit,O43521,Q07820
random,345,train,Enhance,P11274,P62993
random,346,train,Enhance,P11274,P62993
random,347,train,Enhance,P11274,P62993
random,348,train,Enhance,P11274,P62993
random,349,train,Enhance,P11274,P62993
random,350,val,Enhance,A9UF07,P62993
random,351,val,Inhibit,Q14457,Q6ZNE5
random,352,train,Enhance,Q14457,Q6ZNE5
random,353,train,Inhibit,Q14457,P10415
random,354,test,Inhibit,Q14457,P10415
random,355,val,Enhance,Q14457,P10415
random,356,train,Inhibit,Q14457,P10415
random,357,val,Enhance,Q14457,Q07817
random,358,test,Inhibit,Q14457,Q07817
random,359,train,Enhance,Q14457,Q14457
random,360,train,Enhance,Q14457,Q8NEB9
random,361,val,Enhance,Q14457,Q8NEB9
random,362,train,Enhance,Q14457,Q92622
random,363,train,Enhance,Q14457,Q92622
random,364,val,Enhance,Q14457,Q92622
random,365,train,Enhance,Q14457,Q92622
random,366,train,Enhance,Q14457,Q9UPY5
random,367,test,Enhance,Q14457,Q9UPY5
random,368,train,Enhance,Q14457,Q9UPY5
random,369,train,Enhance,Q14457,Q9P2Y5
random,370,train,Enhance,O76090,P61981
random,371,test,Enhance,Q13323,P10415
random,372,train,Enhance,Q13323,P10415
random,373,train,Enhance,Q13323,Q07817
random,374,train,Enhance,Q13323,Q07817
random,375,train,Enhance,O00499,P10636
random,376,train,Enhance,O15392,O15392
random,377,train,Enhance,O15392,O15392
random,378,train,Enhance,O15392,O15392
random,379,train,Enhance,O15392,O15392
random,380,train,Enhance,O15392,O15392
random,381,train,Enhance,O15392,O15392
random,382,train,Enhance,O15392,P55211
random,383,test,Inhibit,O15392,Q53HL2
random,384,train,Enhance,O15392,P40763
random,385,train,Inhibit,O15392,P98170
random,386,test,Inhibit,O15392,O14980
random,387,test,Inhibit,P54132,Q13618
random,388,train,Enhance,P54132,P19338
random,389,train,Inhibit,P54132,P29590
random,390,train,Enhance,P54132,P29590
random,391,train,Inhibit,P54132,Q13472
random,392,train,Enhance,P54132,Q92547
random,393,val,Inhibit,P54132,Q92547
random,394,test,Enhance,P54132,Q96RL1
random,395,train,Enhance,P54132,Q96RL1
random,396,val,Enhance,P54132,Q96RL1
random,397,val,Enhance,Q8WV28,P31947
random,398,train,Enhance,Q8WV28,P31947
random,399,train,Enhance,Q8WV28,P61981
random,400,train,Enhance,Q8WV28,P61981
random,401,train,Enhance,Q8WV28,P63104
random,402,train,Enhance,Q8WV28,P63104
random,403,train,Enhance,O60238,Q9GZQ8
random,404,val,Enhance,O60238,Q9GZQ8
random,405,train,Enhance,Q6PGQ7,Q14676
random,406,train,Enhance,Q6PGQ7,Q13526
random,407,test,Enhance,Q6PGQ7,Q13526
random,408,train,Inhibit,P15056,Q8IVT5
random,409,train,Inhibit,P15056,Q02750
random,410,train,Inhibit,P15056,Q02750
random,411,train,Inhibit,P15056,Q02750
random,412,train,Inhibit,P15056,Q02750
random,413,train,Inhibit,P15056,Q02750
random,414,train,Inhibit,P15056,Q02750
random,415,train,Inhibit,P15056,Q02750
random,416,train,Inhibit,P15056,Q02750
random,417,test,Inhibit,P15056,Q02750
random,418,test,Inhibit,P15056,Q02750
random,419,train,Inhibit,P15056,P01111
random,420,val,Inhibit,P15056,P04049
random,421,train,Enhance,P15056,P31946
random,422,test,Enhance,P38398,Q13526
random,423,test,Enhance,P38398,Q13526
random,424,train,Enhance,P51587,Q7Z406
random,425,train,Enhance,P51587,P53350
random,426,train,Enhance,P51587,P53350
random,427,train,Inhibit,P51587,Q06609
random,428,train,Inhibit,P51587,Q06609
random,429,test,Inhibit,P51587,Q06609
random,430,train,Inhibit,P51587,Q06609
random,431,train,Inhibit,P51587,Q06609
random,432,train,Inhibit,P51587,Q06609
random,433,train,Inhibit,P51587,Q06609
random,434,train,Inhibit,P51587,Q06609
random,435,train,Inhibit,P51587,Q06609
random,436,test,Inhibit,P51587,Q06609
random,437,train,Inhibit,P51587,Q06609
random,438,train,Inhibit,P51587,Q06609
random,439,val,Inhibit,P51587,Q06609
random,440,train,Inhibit,P51587,Q06609
random,441,train,Inhibit,P51587,Q06609
random,442,train,Inhibit,P51587,Q06609
random,443,train,Inhibit,P51587,Q06609
random,444,test,Inhibit,P51587,Q06609
random,445,val,Enhance,O60885,P50750
random,446,train,Enhance,O60885,Q13526
random,447,test,Enhance,Q92994,Q12789
random,448,train,Enhance,Q9BX63,P38398
random,449,train,Enhance,Q9BX63,Q92547
random,450,test,Enhance,Q9HCU9,P62258
random,451,train,Enhance,P62324,Q13111
random,452,test,Enhance,Q06187,P63104
random,453,train,Enhance,Q06187,P63104
random,454,train,Enhance,O43683,P53350
random,455,train,Enhance,O60566,P53350
random,456,train,Enhance,O60566,P67775
random,457,train,Enhance,O60566,P67775
random,458,train,Enhance,O43684,Q9NPF5
random,459,train,Enhance,O43684,Q8NG31
random,460,test,Enhance,Q96GX8,Q08209
random,461,train,Inhibit,Q9BSF0,P17612
random,462,train,Enhance,Q16581,P32121
random,463,train,Enhance,Q16581,P32121
random,464,test,Enhance,Q16581,P32121
random,465,train,Enhance,Q16581,P32121
random,466,train,Enhance,Q16581,P32121
random,467,train,Inhibit,Q05682,P68133
random,468,train,Inhibit,P0DP23,Q9Y210
random,469,val,Enhance,Q9UQM7,Q13224
random,470,train,Inhibit,Q9UQM7,Q13224
random,471,train,Inhibit,Q9UQM7,Q13224
random,472,train,Enhance,Q9UQM7,P11137
random,473,train,Enhance,Q8N5S9,Q04917
random,474,train,Enhance,Q8N5S9,Q04917
random,475,train,Inhibit,Q96RR4,P0DP23
random,476,train,Enhance,Q96RR4,P31946
random,477,test,Enhance,Q96RR4,P31946
random,478,test,Enhance,Q9H257,O95999
random,479,train,Enhance,P42575,P63104
random,480,train,Enhance,P42575,P63104
random,481,train,Inhibit,P55210,P55211
random,482,train,Enhance,Q14790,P27986
random,483,train,Enhance,Q14790,P53350
random,484,train,Enhance,P41180,P31946
random,485,test,Inhibit,Q8WTX7,Q9NXC5
random,486,train,Enhance,Q8WTX7,Q9H6Y7
random,487,train,Enhance,Q03135,P60953
random,488,train,Enhance,Q03135,P41240
random,489,train,Enhance,Q03135,P41240
random,490,train,Enhance,Q03135,Q14451
random,491,train,Enhance,Q03135,Q06124
random,492,train,Enhance,Q03135,Q12933
random,493,train,Enhance,Q03135,Q9BZV1
random,494,train,Enhance,Q03135,Q9BZV1
random,495,train,Enhance,Q03135,Q9BZV1
random,496,train,Enhance,Q03135,Q9BZV1
random,497,train,Enhance,Q03135,Q9BZV1
random,498,val,Enhance,Q03135,Q9BZV1
random,499,train,Enhance,Q03135,P55072
random,500,train,Enhance,Q03135,P55072
random,501,test,Enhance,Q03135,P55072
random,502,train,Enhance,Q03135,P55072
random,503,val,Enhance,Q03135,P55072
random,504,train,Enhance,Q03135,P55072
random,505,train,Inhibit,P51636,Q03135
random,506,train,Enhance,P51636,P20936
random,507,train,Enhance,Q6NZI2,Q05469
random,508,train,Enhance,Q6NZI2,Q05469
random,509,train,Enhance,Q6NZI2,Q05469
random,510,val,Enhance,P22681,P35221
random,511,train,Enhance,P22681,P00533
random,512,train,Enhance,P22681,P27986
random,513,train,Enhance,P22681,P15498
random,514,test,Enhance,P22681,Q04917
random,515,test,Enhance,P22681,Q04917
random,516,train,Enhance,P22681,Q04917
random,517,test,Enhance,P22681,Q04917
random,518,train,Enhance,Q13191,P51668
random,519,test,Inhibit,Q9ULV8,P62837
random,520,test,Inhibit,P83916,P68431
random,521,train,Enhance,O00257,Q06587
random,522,train,Enhance,Q9Y3M2,P63104
random,523,test,Enhance,Q9Y3M2,P63104
random,524,train,Enhance,Q8IX12,Q9GZV5
random,525,test,Enhance,Q8N163,Q96EB6
random,526,train,Enhance,Q9BWC9,P04637
random,527,test,Enhance,Q8IVM0,P00533
random,528,train,Enhance,Q8IVM0,P00533
random,529,test,Enhance,Q16204,Q969H0
random,530,train,Enhance,Q16204,Q969H0
random,531,train,Enhance,Q16204,Q969H0
random,532,train,Inhibit,Q16204,Q969H0
random,533,train,Enhance,Q3V6T2,P63096
random,534,test,Inhibit,Q3V6T2,P08754
random,535,val,Enhance,Q3V6T2,P63092
random,536,train,Enhance,Q3V6T2,P27986
random,537,train,Enhance,Q3V6T2,P27986
random,538,test,Inhibit,Q9P219,O14640
random,539,train,Enhance,P32239,Q06124
random,540,train,Enhance,P32239,P41220
random,541,train,Enhance,P32239,P41220
random,542,train,Enhance,P24385,Q5XUX0
random,543,train,Enhance,P30281,Q96CD0
random,544,train,Enhance,O60563,O60885
random,545,train,Enhance,O60563,O60885
random,546,train,Enhance,O60563,O60885
random,547,test,Enhance,O60563,O60885
random,548,train,Enhance,O60563,O60885
random,549,train,Enhance,Q8ND76,Q00536
random,550,train,Enhance,Q8ND76,Q00536
random,551,train,Enhance,Q8ND76,P63104
random,552,train,Enhance,P32248,Q06124
random,553,train,Enhance,Q15762,P20701
random,554,train,Enhance,P20963,Q9BTU6
random,555,train,Enhance,P20963,Q9BTU6
random,556,train,Enhance,Q9NZQ7,Q9Y4X5
random,557,train,Enhance,Q9NZQ7,Q9Y4X5
random,558,train,Enhance,Q9NZQ7,P46977
random,559,train,Enhance,P10747,P41240
random,560,train,Enhance,P10747,P41240
random,561,train,Enhance,Q8TDQ1,P29350
random,562,train,Enhance,P20138,Q06124
random,563,train,Enhance,P20138,Q06124
random,564,train,Enhance,P20138,Q06124
random,565,train,Enhance,P20138,P29350
random,566,train,Enhance,P20138,P29350
random,567,train,Enhance,P16671,P35568
random,568,test,Enhance,P16671,P35568
random,569,train,Inhibit,P16671,P07996
random,570,train,Enhance,P30203,O75791
random,571,train,Enhance,P30203,P62993
random,572,train,Enhance,P30203,Q13094
random,573,train,Enhance,P30203,Q9NP31
random,574,train,Enhance,P30203,Q9NP31
random,575,train,Enhance,Q9NPY3,P22681
random,576,train,Enhance,Q9NPY3,P22681
random,577,train,Enhance,Q12834,P30260
random,578,test,Enhance,Q12834,P12830
random,579,train,Inhibit,Q12834,Q16763
random,580,test,Enhance,P30304,Q9Y297
random,581,train,Enhance,P30304,Q9Y297
random,582,train,Enhance,P30304,Q9Y297
random,583,test,Enhance,P30304,Q9Y297
random,584,train,Enhance,P30304,Q9Y297
random,585,train,Enhance,P30304,Q9Y297
random,586,test,Enhance,P30304,Q9Y297
random,587,val,Enhance,P30304,Q9UKB1
random,588,train,Enhance,P30304,Q9UKB1
random,589,train,Enhance,P30304,P49841
random,590,test,Enhance,P30304,P14618
random,591,train,Enhance,P30304,P31946
random,592,train,Enhance,P30304,P31946
random,593,train,Inhibit,P30305,P31947
random,594,train,Inhibit,P30305,P31946
random,595,train,Inhibit,P30305,P31946
random,596,val,Inhibit,P30305,P62258
random,597,train,Inhibit,P30305,P62258
random,598,train,Inhibit,P30307,O00410
random,599,train,Enhance,P30307,P31946
random,600,test,Enhance,P30307,P31946
random,601,train,Enhance,P30307,P31946
random,602,train,Inhibit,Q8NHZ8,Q9UJX5
random,603,train,Enhance,P30260,Q8NEM0
random,604,train,Inhibit,Q16543,Q96GD4
random,605,val,Inhibit,Q16543,P11802
random,606,test,Inhibit,Q16543,P11802
random,607,train,Enhance,Q16543,P07900
random,608,train,Inhibit,Q16543,P04049
random,609,test,Inhibit,Q16543,P12931
random,610,test,Inhibit,P60953,Q9NQU5
random,611,test,Enhance,Q9H3Q1,Q96PE2
random,612,test,Enhance,Q9H3Q1,Q96PE2
random,613,test,Inhibit,Q9H3Q1,P60953
random,614,train,Inhibit,Q9H3Q1,P60953
random,615,train,Enhance,Q9H3Q1,Q9BYG4
random,616,val,Enhance,Q9H3Q1,Q9BYG4
random,617,train,Inhibit,Q6P1J9,P35222
random,618,train,Inhibit,Q6P1J9,P35222
random,619,train,Inhibit,Q6P1J9,P35222
random,620,test,Inhibit,Q69YH5,P0C0S8
random,621,test,Inhibit,Q69YH5,P68431
random,622,train,Inhibit,Q69YH5,Q14974
random,623,test,Inhibit,Q69YH5,P49790
random,624,train,Inhibit,Q69YH5,P36873
random,625,test,Inhibit,Q96FF9,Q29RF7
random,626,val,Inhibit,Q96FF9,Q29RF7
random,627,train,Inhibit,Q96FF9,Q29RF7
random,628,train,Inhibit,Q96FF9,Q29RF7
random,629,test,Inhibit,Q96FF9,Q29RF7
random,630,train,Inhibit,Q96FF9,Q29RF7
random,631,train,Inhibit,Q96FF9,Q29RF7
random,632,train,Inhibit,Q96FF9,Q29RF7
random,633,train,Inhibit,Q96FF9,Q29RF7
random,634,train,Inhibit,Q96FF9,Q29RF7
random,635,test,Inhibit,Q9BWT1,P01106
random,636,test,Enhance,Q9BWT1,P31946
random,637,train,Enhance,Q9H5V8,Q05655
random,638,train,Enhance,Q9H5V8,Q05655
random,639,train,Enhance,Q9H5V8,Q06124
random,640,train,Enhance,Q9H5V8,Q06124
random,641,train,Enhance,Q9H5V8,P12931
random,642,test,Inhibit,P12830,P35222
random,643,train,Inhibit,P19022,P35222
random,644,train,Enhance,P33151,P41240
random,645,test,Inhibit,P33151,P35222
random,646,train,Inhibit,P33151,P35222
