_benchmark_split,_split_row_id,_split,effect_label,modified_uniprot,partner_uniprot
pmid_disjoint,109,train,Inhibit,Q96B36,Q8N122
pmid_disjoint,110,train,Inhibit,Q96B36,Q8N122
pmid_disjoint,111,train,Inhibit,Q96B36,Q8N122
pmid_disjoint,112,train,Inhibit,Q96B36,Q8N122
pmid_disjoint,113,train,Inhibit,Q96B36,Q8N122
pmid_disjoint,114,train,Enhance,Q96B36,P31946
pmid_disjoint,115,train,Enhance,Q96B36,P31946
pmid_disjoint,116,test,Enhance,Q96B36,P31946
pmid_disjoint,117,train,Enhance,Q96B36,P31946
pmid_disjoint,118,train,Inhibit,P00352,P00352
pmid_disjoint,119,train,Inhibit,P00352,P00352
pmid_disjoint,120,train,Inhibit,P00352,P00352
pmid_disjoint,121,test,Enhance,Q9UM73,Q9Y4H2
pmid_disjoint,122,test,Enhance,Q9UM73,Q9Y4H2
pmid_disjoint,123,test,Enhance,Q9UM73,Q9Y4H2
pmid_disjoint,124,train,Enhance,Q9UM73,P29353
pmid_disjoint,125,test,Enhance,Q9UM73,Q92529
pmid_disjoint,126,val,Inhibit,Q4VCS5,P68133
pmid_disjoint,127,train,Inhibit,Q4VCS5,P60709
pmid_disjoint,128,val,Enhance,Q4VCS5,Q96J02
pmid_disjoint,129,val,Enhance,Q4VCS5,P46937
pmid_disjoint,130,train,Inhibit,Q4VCS5,P46937
pmid_disjoint,131,val,Enhance,Q4VCS5,P61981
pmid_disjoint,132,test,Inhibit,Q9Y2J4,P46937
pmid_disjoint,133,train,Inhibit,P49418,Q00610
pmid_disjoint,134,train,Inhibit,P49418,Q00610
pmid_disjoint,135,train,Enhance,P15144,P12814
pmid_disjoint,136,train,Enhance,P15144,P62330
pmid_disjoint,137,train,Enhance,P15144,P46940
pmid_disjoint,138,train,Enhance,P15144,P31947
pmid_disjoint,139,train,Enhance,P15144,P31947
pmid_disjoint,140,train,Enhance,P04083,P60709
pmid_disjoint,141,train,Inhibit,P04083,P31949
pmid_disjoint,142,train,Enhance,P07355,P01106
pmid_disjoint,143,train,Inhibit,P07355,P60903
pmid_disjoint,144,train,Inhibit,P07355,P60903
pmid_disjoint,145,train,Inhibit,P07355,P60903
pmid_disjoint,146,test,Enhance,P07355,P40763
pmid_disjoint,147,val,Enhance,P20073,P16144
pmid_disjoint,148,train,Inhibit,P63010,P49407
pmid_disjoint,149,test,Inhibit,O14727,P08574
pmid_disjoint,150,test,Enhance,O14727,P62258
pmid_disjoint,151,test,Enhance,Q99767,P05067
pmid_disjoint,152,train,Enhance,O96018,Q9NWT6
pmid_disjoint,153,train,Enhance,O96018,Q9NWT6
pmid_disjoint,154,val,Enhance,O00213,P05067
pmid_disjoint,155,val,Enhance,O00213,P05067
pmid_disjoint,156,val,Enhance,O00213,P05067
pmid_disjoint,157,train,Inhibit,O00213,P05067
pmid_disjoint,158,train,Inhibit,O00213,P05067
pmid_disjoint,159,train,Inhibit,O00213,P05067
pmid_disjoint,160,train,Inhibit,O00213,Q9Y272
pmid_disjoint,161,val,Enhance,P25054,P35222
pmid_disjoint,162,val,Enhance,P25054,P35222
pmid_disjoint,163,train,Inhibit,P25054,Q15691
pmid_disjoint,164,val,Inhibit,P25054,Q15691
pmid_disjoint,165,test,Inhibit,P27695,P18887
pmid_disjoint,166,test,Inhibit,P27695,P18887
pmid_disjoint,167,train,Inhibit,Q9UKG1,Q01968
pmid_disjoint,168,train,Inhibit,P41181,P0DMV8
pmid_disjoint,169,train,Inhibit,P41181,P0DMV8
pmid_disjoint,170,train,Enhance,P41181,P58753
pmid_disjoint,171,train,Enhance,P55064,P12931
pmid_disjoint,172,train,Enhance,P10275,Q09472
pmid_disjoint,173,train,Inhibit,P10275,Q13547
pmid_disjoint,174,train,Inhibit,P10275,P07900
pmid_disjoint,175,test,Enhance,P10275,Q00987
pmid_disjoint,176,train,Enhance,P10275,Q00987
pmid_disjoint,177,train,Inhibit,P10275,O75376
pmid_disjoint,178,test,Enhance,P10275,Q9Y252
pmid_disjoint,179,train,Inhibit,P10275,P13010
pmid_disjoint,180,train,Inhibit,P10275,P12956
pmid_disjoint,181,train,Enhance,Q8WWN8,P52735
pmid_disjoint,182,train,Enhance,Q8WWN8,P52735
pmid_disjoint,183,test,Inhibit,P53367,P84077
pmid_disjoint,184,train,Inhibit,Q68EM7,Q15642
pmid_disjoint,185,train,Enhance,Q7Z5H3,P31946
pmid_disjoint,186,train,Enhance,Q7Z5H3,P31946
pmid_disjoint,187,test,Enhance,O14559,Q06124
pmid_disjoint,188,test,Enhance,Q9NRY4,Q14152
pmid_disjoint,189,train,Enhance,Q9NRY4,P20936
pmid_disjoint,190,train,Enhance,Q9NRY4,P20936
pmid_disjoint,191,train,Inhibit,Q9NRY4,Q92730
pmid_disjoint,192,train,Inhibit,Q9NRY4,Q92730
pmid_disjoint,193,train,Inhibit,Q9NRY4,Q92730
pmid_disjoint,194,train,Inhibit,P52565,P60953
pmid_disjoint,195,test,Inhibit,P52565,P63000
pmid_disjoint,196,train,Inhibit,P52565,P63000
pmid_disjoint,197,train,Inhibit,P52565,P61586
pmid_disjoint,198,train,Inhibit,P52565,P61586
pmid_disjoint,199,test,Inhibit,P52565,P61586
pmid_disjoint,200,train,Inhibit,P52565,P61586
pmid_disjoint,201,train,Inhibit,P52565,P61586
pmid_disjoint,202,train,Inhibit,P52566,P60953
pmid_disjoint,203,train,Inhibit,P52566,P60953
pmid_disjoint,204,train,Inhibit,P52566,P60953
pmid_disjoint,205,train,Inhibit,P52566,P63000
pmid_disjoint,206,train,Inhibit,P52566,P63000
pmid_disjoint,207,train,Inhibit,P52566,P63000
pmid_disjoint,208,train,Inhibit,P52566,P63000
pmid_disjoint,209,train,Inhibit,P52566,P63000
pmid_disjoint,210,train,Inhibit,P52566,P63000
pmid_disjoint,211,test,Inhibit,P52566,P61586
pmid_disjoint,212,test,Inhibit,P52566,P61586
pmid_disjoint,213,test,Inhibit,P52566,P08134
pmid_disjoint,214,test,Inhibit,P52566,P08134
pmid_disjoint,215,train,Enhance,P52566,Q14242
pmid_disjoint,216,train,Enhance,P52566,Q14242
pmid_disjoint,217,train,Enhance,P52566,P15498
pmid_disjoint,218,train,Enhance,Q92974,P31946
pmid_disjoint,219,test,Enhance,Q92974,P63104
pmid_disjoint,220,train,Inhibit,Q99856,Q01094
pmid_disjoint,221,test,Inhibit,P29374,P06400
pmid_disjoint,222,test,Inhibit,P29374,P06400
pmid_disjoint,223,test,Enhance,P56211,P67775
pmid_disjoint,224,test,Enhance,P49407,P20963
pmid_disjoint,225,test,Inhibit,P32121,Q9Y4K3
pmid_disjoint,226,train,Enhance,Q9ULH1,Q92538
pmid_disjoint,227,train,Enhance,Q8TDY4,P62993
pmid_disjoint,228,train,Enhance,Q9Y294,Q13111
pmid_disjoint,229,train,Enhance,Q9Y294,P68431
pmid_disjoint,230,train,Enhance,Q9Y294,Q14676
pmid_disjoint,231,train,Enhance,Q9Y294,Q6ZRQ5
pmid_disjoint,232,train,Inhibit,Q96QE3,O60885
pmid_disjoint,233,val,Inhibit,P18846,Q92793
pmid_disjoint,234,val,Inhibit,P18846,Q92793
pmid_disjoint,235,train,Enhance,P18846,Q13526
pmid_disjoint,236,train,Enhance,P18850,Q15125
pmid_disjoint,237,test,Enhance,Q9Y4P1,P36542
pmid_disjoint,238,train,Inhibit,Q9Y4P1,Q9GZQ8
pmid_disjoint,239,val,Enhance,Q7Z3C6,P63104
pmid_disjoint,240,test,Enhance,Q13315,Q14676
pmid_disjoint,241,train,Enhance,Q13315,Q99801
pmid_disjoint,242,val,Enhance,Q13315,P14618
pmid_disjoint,243,train,Inhibit,Q9UII2,P24539
pmid_disjoint,244,train,Enhance,Q13535,P55957
pmid_disjoint,245,train,Enhance,Q13535,Q92547
pmid_disjoint,246,train,Enhance,Q13535,P23025
pmid_disjoint,247,train,Enhance,Q8WXE1,P38398
pmid_disjoint,248,val,Enhance,P54253,Q96I25
pmid_disjoint,249,train,Inhibit,P54253,Q96I25
pmid_disjoint,250,train,Inhibit,P54253,P26368
pmid_disjoint,251,train,Enhance,P54253,P31946
pmid_disjoint,252,train,Enhance,P54253,P62258
pmid_disjoint,253,test,Enhance,P54253,P63104
pmid_disjoint,254,train,Enhance,P54253,P63104
pmid_disjoint,255,train,Enhance,P54253,P63104
pmid_disjoint,256,train,Enhance,Q9UBB4,P53350
pmid_disjoint,257,val,Enhance,P30530,P62993
pmid_disjoint,258,val,Enhance,P30530,P62993
pmid_disjoint,259,val,Enhance,P30530,P62993
pmid_disjoint,260,val,Enhance,P30530,P62993
pmid_disjoint,261,val,Enhance,P30530,P62993
pmid_disjoint,262,val,Enhance,P30530,P27986
pmid_disjoint,263,val,Enhance,P30530,P27986
pmid_disjoint,264,val,Enhance,P30530,P27986
pmid_disjoint,265,val,Enhance,P30530,P27986
pmid_disjoint,266,val,Enhance,P30530,P27986
pmid_disjoint,267,val,Enhance,P30530,P27986
pmid_disjoint,268,val,Enhance,P30530,O00459
pmid_disjoint,269,val,Enhance,P30530,O00459
pmid_disjoint,270,val,Enhance,P30530,O00459
pmid_disjoint,271,val,Enhance,P30530,O00459
pmid_disjoint,272,val,Enhance,P30530,O00459
pmid_disjoint,273,val,Enhance,P30530,O00459
pmid_disjoint,274,val,Enhance,P30530,P19174
pmid_disjoint,275,test,Enhance,Q9NWV8,O95271
pmid_disjoint,276,test,Enhance,Q9NWV8,Q96RL1
pmid_disjoint,277,train,Enhance,P56817,Q6VY07
pmid_disjoint,278,train,Enhance,Q92934,P63104
pmid_disjoint,279,train,Enhance,Q9UQB8,P27348
pmid_disjoint,280,train,Enhance,Q9UQB8,P63104
pmid_disjoint,281,train,Enhance,Q9UQB8,P63104
pmid_disjoint,282,train,Inhibit,Q9UHR4,P04637
pmid_disjoint,283,train,Inhibit,Q16611,Q16611
pmid_disjoint,284,train,Inhibit,Q16611,Q16611
pmid_disjoint,285,train,Inhibit,Q16611,Q16611
pmid_disjoint,286,train,Inhibit,Q16611,Q16611
pmid_disjoint,287,train,Inhibit,Q16611,Q16611
pmid_disjoint,288,train,Inhibit,Q16611,Q16611
pmid_disjoint,289,train,Enhance,Q16611,P55957
pmid_disjoint,290,test,Inhibit,O75531,O75531
pmid_disjoint,291,test,Inhibit,O75531,O75531
pmid_disjoint,292,test,Inhibit,O75531,O75531
pmid_disjoint,293,test,Inhibit,O75531,O75531
pmid_disjoint,294,test,Inhibit,O75531,O75531
pmid_disjoint,295,test,Inhibit,O75531,O75531
pmid_disjoint,296,test,Inhibit,O75531,O75531
pmid_disjoint,297,test,Inhibit,O75531,O75531
pmid_disjoint,298,test,Inhibit,O75531,O75531
pmid_disjoint,299,test,Inhibit,O75531,O75531
pmid_disjoint,300,test,Inhibit,O75531,O75531
pmid_disjoint,301,test,Inhibit,O75531,O75531
pmid_disjoint,302,test,Inhibit,O75531,O75531
pmid_disjoint,303,test,Inhibit,O75531,O75531
pmid_disjoint,304,test,Inhibit,O75531,O75531
pmid_disjoint,305,test,Inhibit,O75531,O75531
pmid_disjoint,306,test,Inhibit,O75531,O75531
pmid_disjoint,307,test,Inhibit,O75531,O75531
pmid_disjoint,308,test,Inhibit,O75531,O75531
pmid_disjoint,309,train,Enhance,Q92560,P85037
pmid_disjoint,310,train,Enhance,Q92560,Q01167
pmid_disjoint,311,train,Enhance,Q9BXH1,Q9Y5U8
pmid_disjoint,312,train,Enhance,Q9BXH1,Q9Y5U8
pmid_disjoint,313,train,Inhibit,P56945,Q05397
pmid_disjoint,314,train,Inhibit,P56945,Q05209
pmid_disjoint,315,test,Enhance,O95999,P20749
pmid_disjoint,316,test,Enhance,O95999,P20749
pmid_disjoint,317,train,Enhance,O95999,Q9Y6K9
pmid_disjoint,318,test,Enhance,O95999,Q9Y6K9
pmid_disjoint,319,train,Enhance,O95999,Q9Y6K9
pmid_disjoint,320,test,Enhance,O95999,Q9Y6K9
pmid_disjoint,321,train,Enhance,O95999,Q9Y6K9
pmid_disjoint,322,train,Inhibit,Q9C0K0,Q13330
pmid_disjoint,323,train,Inhibit,Q9C0K0,Q9BTC8
pmid_disjoint,324,train,Enhance,P10415,Q07812
pmid_disjoint,325,train,Inhibit,P10415,Q14457
pmid_disjoint,326,train,Inhibit,P10415,Q14457
pmid_disjoint,327,train,Inhibit,P10415,Q14457
pmid_disjoint,328,train,Inhibit,P10415,Q14457
pmid_disjoint,329,train,Inhibit,P10415,Q14457
pmid_disjoint,330,train,Inhibit,P10415,Q14457
pmid_disjoint,331,test,Enhance,P10415,Q13526
pmid_disjoint,332,train,Inhibit,Q07817,Q16611
pmid_disjoint,333,train,Inhibit,Q07817,Q07812
pmid_disjoint,334,train,Inhibit,Q07817,Q07812
pmid_disjoint,335,train,Enhance,Q07817,P06493
pmid_disjoint,336,train,Inhibit,Q07817,Q8N8N0
pmid_disjoint,337,test,Enhance,O43521,Q14457
pmid_disjoint,338,train,Inhibit,O43521,Q14457
pmid_disjoint,339,train,Enhance,O43521,Q9Y297
pmid_disjoint,340,train,Enhance,O43521,Q9Y297
pmid_disjoint,341,train,Enhance,O43521,Q9Y297
pmid_disjoint,342,test,Enhance,O43521,P63167
pmid_disjoint,343,train,Inhibit,O43521,P63167
pmid_disjoint,344,val,Inhibit,O43521,Q07820
pmid_disjoint,345,test,Enhance,P11274,P62993
pmid_disjoint,346,test,Enhance,P11274,P62993
pmid_disjoint,347,test,Enhance,P11274,P62993
pmid_disjoint,348,test,Enhance,P11274,P62993
pmid_disjoint,349,test,Enhance,P11274,P62993
pmid_disjoint,350,train,Enhance,A9UF07,P62993
pmid_disjoint,351,test,Inhibit,Q14457,Q6ZNE5
pmid_disjoint,352,test,Enhance,Q14457,Q6ZNE5
pmid_disjoint,353,test,Inhibit,Q14457,P10415
pmid_disjoint,354,test,Inhibit,Q14457,P10415
pmid_disjoint,355,val,Enhance,Q14457,P10415
pmid_disjoint,356,test,Inhibit,Q14457,P10415
pmid_disjoint,357,val,Enhance,Q14457,Q07817
pmid_disjoint,358,val,Inhibit,Q14457,Q07817
pmid_disjoint,359,val,Enhance,Q14457,Q14457
pmid_disjoint,360,test,Enhance,Q14457,Q8NEB9
pmid_disjoint,361,val,Enhance,Q14457,Q8NEB9
pmid_disjoint,362,test,Enhance,Q14457,Q92622
pmid_disjoint,363,train,Enhance,Q14457,Q92622
pmid_disjoint,364,test,Enhance,Q14457,Q92622
pmid_disjoint,365,train,Enhance,Q14457,Q92622
pmid_disjoint,366,train,Enhance,Q14457,Q9UPY5
pmid_disjoint,367,train,Enhance,Q14457,Q9UPY5
pmid_disjoint,368,train,Enhance,Q14457,Q9UPY5
pmid_disjoint,369,test,Enhance,Q14457,Q9P2Y5
pmid_disjoint,370,val,Enhance,O76090,P61981
pmid_disjoint,371,train,Enhance,Q13323,P10415
pmid_disjoint,372,train,Enhance,Q13323,P10415
pmid_disjoint,373,train,Enhance,Q13323,Q07817
pmid_disjoint,374,train,Enhance,Q13323,Q07817
pmid_disjoint,375,train,Enhance,O00499,P10636
pmid_disjoint,376,train,Enhance,O15392,O15392
pmid_disjoint,377,train,Enhance,O15392,O15392
pmid_disjoint,378,train,Enhance,O15392,O15392
pmid_disjoint,379,train,Enhance,O15392,O15392
pmid_disjoint,380,train,Enhance,O15392,O15392
pmid_disjoint,381,train,Enhance,O15392,O15392
pmid_disjoint,382,test,Enhance,O15392,P55211
pmid_disjoint,383,val,Inhibit,O15392,Q53HL2
pmid_disjoint,384,train,Enhance,O15392,P40763
pmid_disjoint,385,test,Inhibit,O15392,P98170
pmid_disjoint,386,train,Inhibit,O15392,O14980
pmid_disjoint,387,test,Inhibit,P54132,Q13618
pmid_disjoint,388,train,Enhance,P54132,P19338
pmid_disjoint,389,train,Inhibit,P54132,P29590
pmid_disjoint,390,train,Enhance,P54132,P29590
pmid_disjoint,391,train,Inhibit,P54132,Q13472
pmid_disjoint,392,train,Enhance,P54132,Q92547
pmid_disjoint,393,train,Inhibit,P54132,Q92547
pmid_disjoint,394,test,Enhance,P54132,Q96RL1
pmid_disjoint,395,test,Enhance,P54132,Q96RL1
pmid_disjoint,396,test,Enhance,P54132,Q96RL1
pmid_disjoint,397,train,Enhance,Q8WV28,P31947
pmid_disjoint,398,train,Enhance,Q8WV28,P31947
pmid_disjoint,399,train,Enhance,Q8WV28,P61981
pmid_disjoint,400,train,Enhance,Q8WV28,P61981
pmid_disjoint,401,train,Enhance,Q8WV28,P63104
pmid_disjoint,402,train,Enhance,Q8WV28,P63104
pmid_disjoint,403,train,Enhance,O60238,Q9GZQ8
pmid_disjoint,404,train,Enhance,O60238,Q9GZQ8
pmid_disjoint,405,train,Enhance,Q6PGQ7,Q14676
pmid_disjoint,406,train,Enhance,Q6PGQ7,Q13526
pmid_disjoint,407,train,Enhance,Q6PGQ7,Q13526
pmid_disjoint,408,test,Inhibit,P15056,Q8IVT5
pmid_disjoint,409,train,Inhibit,P15056,Q02750
pmid_disjoint,410,train,Inhibit,P15056,Q02750
pmid_disjoint,411,train,Inhibit,P15056,Q02750
pmid_disjoint,412,train,Inhibit,P15056,Q02750
pmid_disjoint,413,train,Inhibit,P15056,Q02750
pmid_disjoint,414,train,Inhibit,P15056,Q02750
pmid_disjoint,415,train,Inhibit,P15056,Q02750
pmid_disjoint,416,train,Inhibit,P15056,Q02750
pmid_disjoint,417,train,Inhibit,P15056,Q02750
pmid_disjoint,418,train,Inhibit,P15056,Q02750
pmid_disjoint,419,test,Inhibit,P15056,P01111
pmid_disjoint,420,train,Inhibit,P15056,P04049
pmid_disjoint,421,test,Enhance,P15056,P31946
pmid_disjoint,422,train,Enhance,P38398,Q13526
pmid_disjoint,423,train,Enhance,P38398,Q13526
pmid_disjoint,424,train,Enhance,P51587,Q7Z406
pmid_disjoint,425,train,Enhance,P51587,P53350
pmid_disjoint,426,train,Enhance,P51587,P53350
pmid_disjoint,427,test,Inhibit,P51587,Q06609
pmid_disjoint,428,test,Inhibit,P51587,Q06609
pmid_disjoint,429,test,Inhibit,P51587,Q06609
pmid_disjoint,430,test,Inhibit,P51587,Q06609
pmid_disjoint,431,test,Inhibit,P51587,Q06609
pmid_disjoint,432,test,Inhibit,P51587,Q06609
pmid_disjoint,433,train,Inhibit,P51587,Q06609
pmid_disjoint,434,train,Inhibit,P51587,Q06609
pmid_disjoint,435,train,Inhibit,P51587,Q06609
pmid_disjoint,436,train,Inhibit,P51587,Q06609
pmid_disjoint,437,train,Inhibit,P51587,Q06609
pmid_disjoint,438,train,Inhibit,P51587,Q06609
pmid_disjoint,439,test,Inhibit,P51587,Q06609
pmid_disjoint,440,test,Inhibit,P51587,Q06609
pmid_disjoint,441,test,Inhibit,P51587,Q06609
pmid_disjoint,442,test,Inhibit,P51587,Q06609
pmid_disjoint,443,test,Inhibit,P51587,Q06609
pmid_disjoint,444,test,Inhibit,P51587,Q06609
pmid_disjoint,445,train,Enhance,O60885,P50750
pmid_disjoint,446,train,Enhance,O60885,Q13526
pmid_disjoint,447,train,Enhance,Q92994,Q12789
pmid_disjoint,448,test,Enhance,Q9BX63,P38398
pmid_disjoint,449,train,Enhance,Q9BX63,Q92547
pmid_disjoint,450,test,Enhance,Q9HCU9,P62258
pmid_disjoint,451,train,Enhance,P62324,Q13111
pmid_disjoint,452,test,Enhance,Q06187,P63104
pmid_disjoint,453,test,Enhance,Q06187,P63104
pmid_disjoint,454,train,Enhance,O43683,P53350
pmid_disjoint,455,train,Enhance,O60566,P53350
pmid_disjoint,456,train,Enhance,O60566,P67775
pmid_disjoint,457,train,Enhance,O60566,P67775
pmid_disjoint,458,train,Enhance,O43684,Q9NPF5
pmid_disjoint,459,train,Enhance,O43684,Q8NG31
pmid_disjoint,460,train,Enhance,Q96GX8,Q08209
pmid_disjoint,461,val,Inhibit,Q9BSF0,P17612
pmid_disjoint,462,train,Enhance,Q16581,P32121
pmid_disjoint,463,train,Enhance,Q16581,P32121
pmid_disjoint,464,train,Enhance,Q16581,P32121
pmid_disjoint,465,train,Enhance,Q16581,P32121
pmid_disjoint,466,train,Enhance,Q16581,P32121
pmid_disjoint,467,test,Inhibit,Q05682,P68133
pmid_disjoint,468,train,Inhibit,P0DP23,Q9Y210
pmid_disjoint,469,train,Enhance,Q9UQM7,Q13224
pmid_disjoint,470,train,Inhibit,Q9UQM7,Q13224
pmid_disjoint,471,train,Inhibit,Q9UQM7,Q13224
pmid_disjoint,472,train,Enhance,Q9UQM7,P11137
pmid_disjoint,473,train,Enhance,Q8N5S9,Q04917
pmid_disjoint,474,train,Enhance,Q8N5S9,Q04917
pmid_disjoint,475,test,Inhibit,Q96RR4,P0DP23
pmid_disjoint,476,test,Enhance,Q96RR4,P31946
pmid_disjoint,477,test,Enhance,Q96RR4,P31946
pmid_disjoint,478,train,Enhance,Q9H257,O95999
pmid_disjoint,479,train,Enhance,P42575,P63104
pmid_disjoint,480,train,Enhance,P42575,P63104
pmid_disjoint,481,train,Inhibit,P55210,P55211
pmid_disjoint,482,train,Enhance,Q14790,P27986
pmid_disjoint,483,train,Enhance,Q14790,P53350
pmid_disjoint,484,train,Enhance,P41180,P31946
pmid_disjoint,485,train,Inhibit,Q8WTX7,Q9NXC5
pmid_disjoint,486,train,Enhance,Q8WTX7,Q9H6Y7
pmid_disjoint,487,test,Enhance,Q03135,P60953
pmid_disjoint,488,train,Enhance,Q03135,P41240
pmid_disjoint,489,test,Enhance,Q03135,P41240
pmid_disjoint,490,test,Enhance,Q03135,Q14451
