_benchmark_split,_split_row_id,_split,effect_label,modified_uniprot,partner_uniprot
site_disjoint,64,train,Inhibit,Q9UKV8,Q9UPY3
site_disjoint,65,train,Inhibit,Q9UKV8,Q9UPY3
site_disjoint,66,train,Inhibit,Q9UKV8,Q9UPY3
site_disjoint,67,train,Enhance,Q9UKV8,Q9UGP4
site_disjoint,68,train,Inhibit,Q9UKV8,Q15633
site_disjoint,69,train,Inhibit,Q9UKV8,Q15633
site_disjoint,70,train,Enhance,Q9UKV8,Q8NDV7
site_disjoint,71,train,Enhance,P30556,P49407
site_disjoint,72,train,Enhance,P30556,P49407
site_disjoint,73,train,Enhance,P30556,P49407
site_disjoint,74,train,Enhance,P30556,P49407
site_disjoint,75,train,Enhance,P30556,P49407
site_disjoint,76,train,Enhance,P30556,P49407
site_disjoint,77,train,Enhance,P30556,P49407
site_disjoint,78,train,Enhance,P30556,P49407
site_disjoint,79,train,Enhance,P30556,P32121
site_disjoint,80,train,Enhance,P30556,P32121
site_disjoint,81,train,Enhance,P30556,P32121
site_disjoint,82,train,Enhance,P30556,P32121
site_disjoint,83,train,Enhance,P30556,P19174
site_disjoint,84,train,Enhance,O43865,O14745
site_disjoint,85,train,Enhance,O95433,P07900
site_disjoint,86,train,Enhance,O95433,P07900
site_disjoint,87,test,Inhibit,O95831,O00629
site_disjoint,88,train,Inhibit,Q12904,P14625
site_disjoint,89,train,Inhibit,Q13155,P07814
site_disjoint,90,train,Enhance,O00170,P07900
site_disjoint,91,test,Enhance,O00170,P07900
site_disjoint,92,train,Enhance,O43918,Q9UK99
site_disjoint,93,test,Enhance,O43918,Q9UK99
site_disjoint,94,train,Inhibit,Q92667,P62136
site_disjoint,95,test,Inhibit,Q92667,P62136
site_disjoint,96,test,Enhance,Q02952,P07550
site_disjoint,97,test,Enhance,Q02952,P07550
site_disjoint,98,train,Enhance,Q02952,P07550
site_disjoint,99,train,Enhance,Q02952,P53350
site_disjoint,100,test,Enhance,Q12802,P31946
site_disjoint,101,test,Enhance,Q12802,P61981
site_disjoint,102,train,Inhibit,P24588,P60709
site_disjoint,103,train,Inhibit,P24588,P60709
site_disjoint,104,test,Enhance,P31749,Q8WX93
site_disjoint,105,val,Enhance,P31749,Q13526
site_disjoint,106,train,Enhance,P31749,Q13526
site_disjoint,107,train,Enhance,P31749,Q9Y4K3
site_disjoint,108,train,Enhance,P31749,Q9Y4K3
site_disjoint,109,train,Inhibit,Q96B36,Q8N122
site_disjoint,110,train,Inhibit,Q96B36,Q8N122
site_disjoint,111,train,Inhibit,Q96B36,Q8N122
site_disjoint,112,train,Inhibit,Q96B36,Q8N122
site_disjoint,113,train,Inhibit,Q96B36,Q8N122
site_disjoint,114,train,Enhance,Q96B36,P31946
site_disjoint,115,train,Enhance,Q96B36,P31946
site_disjoint,116,train,Enhance,Q96B36,P31946
site_disjoint,117,train,Enhance,Q96B36,P31946
site_disjoint,118,train,Inhibit,P00352,P00352
site_disjoint,119,train,Inhibit,P00352,P00352
site_disjoint,120,val,Inhibit,P00352,P00352
site_disjoint,121,train,Enhance,Q9UM73,Q9Y4H2
site_disjoint,122,train,Enhance,Q9UM73,Q9Y4H2
site_disjoint,123,train,Enhance,Q9UM73,Q9Y4H2
site_disjoint,124,train,Enhance,Q9UM73,P29353
site_disjoint,125,train,Enhance,Q9UM73,Q92529
site_disjoint,126,val,Inhibit,Q4VCS5,P68133
site_disjoint,127,val,Inhibit,Q4VCS5,P60709
site_disjoint,128,val,Enhance,Q4VCS5,Q96J02
site_disjoint,129,val,Enhance,Q4VCS5,P46937
site_disjoint,130,train,Inhibit,Q4VCS5,P46937
site_disjoint,131,val,Enhance,Q4VCS5,P61981
site_disjoint,132,train,Inhibit,Q9Y2J4,P46937
site_disjoint,133,train,Inhibit,P49418,Q00610
site_disjoint,134,train,Inhibit,P49418,Q00610
site_disjoint,135,train,Enhance,P15144,P12814
site_disjoint,136,train,Enhance,P15144,P62330
site_disjoint,137,train,Enhance,P15144,P46940
site_disjoint,138,train,Enhance,P15144,P31947
site_disjoint,139,train,Enhance,P15144,P31947
site_disjoint,140,test,Enhance,P04083,P60709
site_disjoint,141,test,Inhibit,P04083,P31949
site_disjoint,142,test,Enhance,P07355,P01106
site_disjoint,143,train,Inhibit,P07355,P60903
site_disjoint,144,train,Inhibit,P07355,P60903
site_disjoint,145,train,Inhibit,P07355,P60903
site_disjoint,146,test,Enhance,P07355,P40763
site_disjoint,147,val,Enhance,P20073,P16144
site_disjoint,148,train,Inhibit,P63010,P49407
site_disjoint,149,train,Inhibit,O14727,P08574
site_disjoint,150,train,Enhance,O14727,P62258
site_disjoint,151,train,Enhance,Q99767,P05067
site_disjoint,152,train,Enhance,O96018,Q9NWT6
site_disjoint,153,test,Enhance,O96018,Q9NWT6
site_disjoint,154,train,Enhance,O00213,P05067
site_disjoint,155,train,Enhance,O00213,P05067
site_disjoint,156,train,Enhance,O00213,P05067
site_disjoint,157,train,Inhibit,O00213,P05067
site_disjoint,158,train,Inhibit,O00213,P05067
site_disjoint,159,train,Inhibit,O00213,P05067
site_disjoint,160,train,Inhibit,O00213,Q9Y272
site_disjoint,161,train,Enhance,P25054,P35222
site_disjoint,162,train,Enhance,P25054,P35222
site_disjoint,163,test,Inhibit,P25054,Q15691
site_disjoint,164,test,Inhibit,P25054,Q15691
site_disjoint,165,train,Inhibit,P27695,P18887
site_disjoint,166,test,Inhibit,P27695,P18887
site_disjoint,167,train,Inhibit,Q9UKG1,Q01968
site_disjoint,168,train,Inhibit,P41181,P0DMV8
site_disjoint,169,train,Inhibit,P41181,P0DMV8
site_disjoint,170,train,Enhance,P41181,P58753
site_disjoint,171,test,Enhance,P55064,P12931
site_disjoint,172,train,Enhance,P10275,Q09472
site_disjoint,173,train,Inhibit,P10275,Q13547
site_disjoint,174,train,Inhibit,P10275,P07900
site_disjoint,175,train,Enhance,P10275,Q00987
site_disjoint,176,train,Enhance,P10275,Q00987
site_disjoint,177,train,Inhibit,P10275,O75376
site_disjoint,178,test,Enhance,P10275,Q9Y252
site_disjoint,179,train,Inhibit,P10275,P13010
site_disjoint,180,train,Inhibit,P10275,P12956
site_disjoint,181,train,Enhance,Q8WWN8,P52735
site_disjoint,182,train,Enhance,Q8WWN8,P52735
site_disjoint,183,train,Inhibit,P53367,P84077
site_disjoint,184,train,Inhibit,Q68EM7,Q15642
site_disjoint,185,train,Enhance,Q7Z5H3,P31946
site_disjoint,186,train,Enhance,Q7Z5H3,P31946
site_disjoint,187,val,Enhance,O14559,Q06124
site_disjoint,188,test,Enhance,Q9NRY4,Q14152
site_disjoint,189,train,Enhance,Q9NRY4,P20936
site_disjoint,190,train,Enhance,Q9NRY4,P20936
site_disjoint,191,train,Inhibit,Q9NRY4,Q92730
site_disjoint,192,train,Inhibit,Q9NRY4,Q92730
site_disjoint,193,test,Inhibit,Q9NRY4,Q92730
site_disjoint,194,train,Inhibit,P52565,P60953
site_disjoint,195,val,Inhibit,P52565,P63000
site_disjoint,196,test,Inhibit,P52565,P63000
site_disjoint,197,train,Inhibit,P52565,P61586
site_disjoint,198,train,Inhibit,P52565,P61586
site_disjoint,199,val,Inhibit,P52565,P61586
site_disjoint,200,val,Inhibit,P52565,P61586
site_disjoint,201,test,Inhibit,P52565,P61586
site_disjoint,202,train,Inhibit,P52566,P60953
site_disjoint,203,test,Inhibit,P52566,P60953
site_disjoint,204,test,Inhibit,P52566,P60953
site_disjoint,205,train,Inhibit,P52566,P63000
site_disjoint,206,train,Inhibit,P52566,P63000
site_disjoint,207,test,Inhibit,P52566,P63000
site_disjoint,208,test,Inhibit,P52566,P63000
site_disjoint,209,test,Inhibit,P52566,P63000
site_disjoint,210,test,Inhibit,P52566,P63000
site_disjoint,211,train,Inhibit,P52566,P61586
site_disjoint,212,test,Inhibit,P52566,P61586
site_disjoint,213,train,Inhibit,P52566,P08134
site_disjoint,214,test,Inhibit,P52566,P08134
site_disjoint,215,train,Enhance,P52566,Q14242
site_disjoint,216,test,Enhance,P52566,Q14242
site_disjoint,217,test,Enhance,P52566,P15498
site_disjoint,218,train,Enhance,Q92974,P31946
site_disjoint,219,train,Enhance,Q92974,P63104
site_disjoint,220,train,Inhibit,Q99856,Q01094
site_disjoint,221,val,Inhibit,P29374,P06400
site_disjoint,222,train,Inhibit,P29374,P06400
site_disjoint,223,train,Enhance,P56211,P67775
site_disjoint,224,train,Enhance,P49407,P20963
site_disjoint,225,test,Inhibit,P32121,Q9Y4K3
site_disjoint,226,train,Enhance,Q9ULH1,Q92538
site_disjoint,227,train,Enhance,Q8TDY4,P62993
site_disjoint,228,test,Enhance,Q9Y294,Q13111
site_disjoint,229,test,Enhance,Q9Y294,P68431
site_disjoint,230,train,Enhance,Q9Y294,Q14676
site_disjoint,231,test,Enhance,Q9Y294,Q6ZRQ5
site_disjoint,232,train,Inhibit,Q96QE3,O60885
site_disjoint,233,val,Inhibit,P18846,Q92793
site_disjoint,234,train,Inhibit,P18846,Q92793
site_disjoint,235,test,Enhance,P18846,Q13526
site_disjoint,236,test,Enhance,P18850,Q15125
site_disjoint,237,train,Enhance,Q9Y4P1,P36542
site_disjoint,238,val,Inhibit,Q9Y4P1,Q9GZQ8
site_disjoint,239,test,Enhance,Q7Z3C6,P63104
site_disjoint,240,train,Enhance,Q13315,Q14676
site_disjoint,241,train,Enhance,Q13315,Q99801
site_disjoint,242,train,Enhance,Q13315,P14618
site_disjoint,243,val,Inhibit,Q9UII2,P24539
site_disjoint,244,test,Enhance,Q13535,P55957
site_disjoint,245,val,Enhance,Q13535,Q92547
site_disjoint,246,train,Enhance,Q13535,P23025
site_disjoint,247,test,Enhance,Q8WXE1,P38398
site_disjoint,248,train,Enhance,P54253,Q96I25
site_disjoint,249,train,Inhibit,P54253,Q96I25
site_disjoint,250,train,Inhibit,P54253,P26368
site_disjoint,251,train,Enhance,P54253,P31946
site_disjoint,252,train,Enhance,P54253,P62258
site_disjoint,253,train,Enhance,P54253,P63104
site_disjoint,254,train,Enhance,P54253,P63104
site_disjoint,255,train,Enhance,P54253,P63104
site_disjoint,256,val,Enhance,Q9UBB4,P53350
site_disjoint,257,test,Enhance,P30530,P62993
site_disjoint,258,test,Enhance,P30530,P62993
site_disjoint,259,test,Enhance,P30530,P62993
site_disjoint,260,test,Enhance,P30530,P62993
site_disjoint,261,test,Enhance,P30530,P62993
site_disjoint,262,test,Enhance,P30530,P27986
site_disjoint,263,test,Enhance,P30530,P27986
site_disjoint,264,test,Enhance,P30530,P27986
site_disjoint,265,test,Enhance,P30530,P27986
site_disjoint,266,test,Enhance,P30530,P27986
site_disjoint,267,test,Enhance,P30530,P27986
site_disjoint,268,test,Enhance,P30530,O00459
site_disjoint,269,test,Enhance,P30530,O00459
site_disjoint,270,test,Enhance,P30530,O00459
site_disjoint,271,test,Enhance,P30530,O00459
site_disjoint,272,test,Enhance,P30530,O00459
site_disjoint,273,test,Enhance,P30530,O00459
site_disjoint,274,test,Enhance,P30530,P19174
site_disjoint,275,train,Enhance,Q9NWV8,O95271
site_disjoint,276,train,Enhance,Q9NWV8,Q96RL1
site_disjoint,277,val,Enhance,P56817,Q6VY07
site_disjoint,278,train,Enhance,Q92934,P63104
site_disjoint,279,train,Enhance,Q9UQB8,P27348
site_disjoint,280,test,Enhance,Q9UQB8,P63104
site_disjoint,281,train,Enhance,Q9UQB8,P63104
site_disjoint,282,train,Inhibit,Q9UHR4,P04637
site_disjoint,283,test,Inhibit,Q16611,Q16611
site_disjoint,284,test,Inhibit,Q16611,Q16611
site_disjoint,285,test,Inhibit,Q16611,Q16611
site_disjoint,286,test,Inhibit,Q16611,Q16611
site_disjoint,287,test,Inhibit,Q16611,Q16611
site_disjoint,288,test,Inhibit,Q16611,Q16611
site_disjoint,289,test,Enhance,Q16611,P55957
site_disjoint,290,train,Inhibit,O75531,O75531
site_disjoint,291,train,Inhibit,O75531,O75531
site_disjoint,292,train,Inhibit,O75531,O75531
site_disjoint,293,train,Inhibit,O75531,O75531
site_disjoint,294,train,Inhibit,O75531,O75531
site_disjoint,295,train,Inhibit,O75531,O75531
site_disjoint,296,train,Inhibit,O75531,O75531
site_disjoint,297,train,Inhibit,O75531,O75531
site_disjoint,298,train,Inhibit,O75531,O75531
site_disjoint,299,train,Inhibit,O75531,O75531
site_disjoint,300,train,Inhibit,O75531,O75531
site_disjoint,301,train,Inhibit,O75531,O75531
site_disjoint,302,train,Inhibit,O75531,O75531
site_disjoint,303,train,Inhibit,O75531,O75531
site_disjoint,304,train,Inhibit,O75531,O75531
site_disjoint,305,train,Inhibit,O75531,O75531
site_disjoint,306,train,Inhibit,O75531,O75531
site_disjoint,307,train,Inhibit,O75531,O75531
site_disjoint,308,train,Inhibit,O75531,O75531
site_disjoint,309,train,Enhance,Q92560,P85037
site_disjoint,310,train,Enhance,Q92560,Q01167
site_disjoint,311,train,Enhance,Q9BXH1,Q9Y5U8
site_disjoint,312,val,Enhance,Q9BXH1,Q9Y5U8
site_disjoint,313,train,Inhibit,P56945,Q05397
site_disjoint,314,train,Inhibit,P56945,Q05209
site_disjoint,315,train,Enhance,O95999,P20749
site_disjoint,316,train,Enhance,O95999,P20749
site_disjoint,317,train,Enhance,O95999,Q9Y6K9
site_disjoint,318,test,Enhance,O95999,Q9Y6K9
site_disjoint,319,test,Enhance,O95999,Q9Y6K9
site_disjoint,320,test,Enhance,O95999,Q9Y6K9
site_disjoint,321,test,Enhance,O95999,Q9Y6K9
site_disjoint,322,train,Inhibit,Q9C0K0,Q13330
site_disjoint,323,train,Inhibit,Q9C0K0,Q9BTC8
site_disjoint,324,train,Enhance,P10415,Q07812
site_disjoint,325,test,Inhibit,P10415,Q14457
site_disjoint,326,test,Inhibit,P10415,Q14457
site_disjoint,327,train,Inhibit,P10415,Q14457
site_disjoint,328,train,Inhibit,P10415,Q14457
site_disjoint,329,train,Inhibit,P10415,Q14457
site_disjoint,330,train,Inhibit,P10415,Q14457
site_disjoint,331,train,Enhance,P10415,Q13526
site_disjoint,332,val,Inhibit,Q07817,Q16611
site_disjoint,333,val,Inhibit,Q07817,Q07812
site_disjoint,334,val,Inhibit,Q07817,Q07812
site_disjoint,335,val,Enhance,Q07817,P06493
site_disjoint,336,train,Inhibit,Q07817,Q8N8N0
site_disjoint,337,train,Enhance,O43521,Q14457
site_disjoint,338,train,Inhibit,O43521,Q14457
site_disjoint,339,test,Enhance,O43521,Q9Y297
site_disjoint,340,train,Enhance,O43521,Q9Y297
site_disjoint,341,train,Enhance,O43521,Q9Y297
site_disjoint,342,train,Enhance,O43521,P63167
site_disjoint,343,train,Inhibit,O43521,P63167
site_disjoint,344,test,Inhibit,O43521,Q07820
site_disjoint,345,train,Enhance,P11274,P62993
site_disjoint,346,train,Enhance,P11274,P62993
site_disjoint,347,train,Enhance,P11274,P62993
site_disjoint,348,train,Enhance,P11274,P62993
site_disjoint,349,train,Enhance,P11274,P62993
site_disjoint,350,train,Enhance,A9UF07,P62993
site_disjoint,351,train,Inhibit,Q14457,Q6ZNE5
site_disjoint,352,val,Enhance,Q14457,Q6ZNE5
site_disjoint,353,train,Inhibit,Q14457,P10415
site_disjoint,354,train,Inhibit,Q14457,P10415
site_disjoint,355,train,Enhance,Q14457,P10415
site_disjoint,356,val,Inhibit,Q14457,P10415
site_disjoint,357,train,Enhance,Q14457,Q07817
site_disjoint,358,train,Inhibit,Q14457,Q07817
site_disjoint,359,train,Enhance,Q14457,Q14457
site_disjoint,360,val,Enhance,Q14457,Q8NEB9
site_disjoint,361,train,Enhance,Q14457,Q8NEB9
site_disjoint,362,test,Enhance,Q14457,Q92622
site_disjoint,363,test,Enhance,Q14457,Q92622
site_disjoint,364,train,Enhance,Q14457,Q92622
site_disjoint,365,train,Enhance,Q14457,Q92622
site_disjoint,366,train,Enhance,Q14457,Q9UPY5
site_disjoint,367,train,Enhance,Q14457,Q9UPY5
site_disjoint,368,train,Enhance,Q14457,Q9UPY5
site_disjoint,369,train,Enhance,Q14457,Q9P2Y5
site_disjoint,370,train,Enhance,O76090,P61981
site_disjoint,371,train,Enhance,Q13323,P10415
site_disjoint,372,train,Enhance,Q13323,P10415
site_disjoint,373,train,Enhance,Q13323,Q07817
site_disjoint,374,train,Enhance,Q13323,Q07817
site_disjoint,375,train,Enhance,O00499,P10636
site_disjoint,376,train,Enhance,O15392,O15392
site_disjoint,377,train,Enhance,O15392,O15392
site_disjoint,378,train,Enhance,O15392,O15392
site_disjoint,379,train,Enhance,O15392,O15392
site_disjoint,380,train,Enhance,O15392,O15392
site_disjoint,381,train,Enhance,O15392,O15392
site_disjoint,382,train,Enhance,O15392,P55211
site_disjoint,383,test,Inhibit,O15392,Q53HL2
site_disjoint,384,train,Enhance,O15392,P40763
site_disjoint,385,test,Inhibit,O15392,P98170
site_disjoint,386,train,Inhibit,O15392,O14980
site_disjoint,387,train,Inhibit,P54132,Q13618
site_disjoint,388,train,Enhance,P54132,P19338
site_disjoint,389,val,Inhibit,P54132,P29590
site_disjoint,390,train,Enhance,P54132,P29590
site_disjoint,391,val,Inhibit,P54132,Q13472
site_disjoint,392,train,Enhance,P54132,Q92547
site_disjoint,393,train,Inhibit,P54132,Q92547
site_disjoint,394,test,Enhance,P54132,Q96RL1
site_disjoint,395,test,Enhance,P54132,Q96RL1
site_disjoint,396,train,Enhance,P54132,Q96RL1
site_disjoint,397,train,Enhance,Q8WV28,P31947
site_disjoint,398,test,Enhance,Q8WV28,P31947
site_disjoint,399,train,Enhance,Q8WV28,P61981
site_disjoint,400,test,Enhance,Q8WV28,P61981
site_disjoint,401,train,Enhance,Q8WV28,P63104
site_disjoint,402,test,Enhance,Q8WV28,P63104
site_disjoint,403,val,Enhance,O60238,Q9GZQ8
site_disjoint,404,train,Enhance,O60238,Q9GZQ8
site_disjoint,405,test,Enhance,Q6PGQ7,Q14676
site_disjoint,406,val,Enhance,Q6PGQ7,Q13526
site_disjoint,407,train,Enhance,Q6PGQ7,Q13526
site_disjoint,408,train,Inhibit,P15056,Q8IVT5
site_disjoint,409,train,Inhibit,P15056,Q02750
site_disjoint,410,train,Inhibit,P15056,Q02750
site_disjoint,411,train,Inhibit,P15056,Q02750
site_disjoint,412,train,Inhibit,P15056,Q02750
site_disjoint,413,train,Inhibit,P15056,Q02750
site_disjoint,414,train,Inhibit,P15056,Q02750
site_disjoint,415,train,Inhibit,P15056,Q02750
site_disjoint,416,train,Inhibit,P15056,Q02750
site_disjoint,417,train,Inhibit,P15056,Q02750
site_disjoint,418,train,Inhibit,P15056,Q02750
site_disjoint,419,train,Inhibit,P15056,P01111
site_disjoint,420,test,Inhibit,P15056,P04049
site_disjoint,421,train,Enhance,P15056,P31946
site_disjoint,422,train,Enhance,P38398,Q13526
site_disjoint,423,train,Enhance,P38398,Q13526
site_disjoint,424,test,Enhance,P51587,Q7Z406
site_disjoint,425,train,Enhance,P51587,P53350
site_disjoint,426,train,Enhance,P51587,P53350
site_disjoint,427,train,Inhibit,P51587,Q06609
site_disjoint,428,train,Inhibit,P51587,Q06609
site_disjoint,429,train,Inhibit,P51587,Q06609
site_disjoint,430,train,Inhibit,P51587,Q06609
site_disjoint,431,train,Inhibit,P51587,Q06609
site_disjoint,432,train,Inhibit,P51587,Q06609
site_disjoint,433,train,Inhibit,P51587,Q06609
site_disjoint,434,train,Inhibit,P51587,Q06609
site_disjoint,435,train,Inhibit,P51587,Q06609
site_disjoint,436,train,Inhibit,P51587,Q06609
site_disjoint,437,train,Inhibit,P51587,Q06609
site_disjoint,438,train,Inhibit,P51587,Q06609
site_disjoint,439,train,Inhibit,P51587,Q06609
site_disjoint,440,train,Inhibit,P51587,Q06609
site_disjoint,441,train,Inhibit,P51587,Q06609
site_disjoint,442,train,Inhibit,P51587,Q06609
site_disjoint,443,train,Inhibit,P51587,Q06609
site_disjoint,444,train,Inhibit,P51587,Q06609
site_disjoint,445,train,Enhance,O60885,P50750
site_disjoint,446,train,Enhance,O60885,Q13526
site_disjoint,447,train,Enhance,Q92994,Q12789
site_disjoint,448,train,Enhance,Q9BX63,P38398
site_disjoint,449,train,Enhance,Q9BX63,Q92547
site_disjoint,450,train,Enhance,Q9HCU9,P62258
site_disjoint,451,train,Enhance,P62324,Q13111
site_disjoint,452,train,Enhance,Q06187,P63104
site_disjoint,453,train,Enhance,Q06187,P63104
site_disjoint,454,train,Enhance,O43683,P53350
site_disjoint,455,train,Enhance,O60566,P53350
site_disjoint,456,test,Enhance,O60566,P67775
site_disjoint,457,val,Enhance,O60566,P67775
site_disjoint,458,train,Enhance,O43684,Q9NPF5
site_disjoint,459,train,Enhance,O43684,Q8NG31
site_disjoint,460,train,Enhance,Q96GX8,Q08209
site_disjoint,461,train,Inhibit,Q9BSF0,P17612
site_disjoint,462,train,Enhance,Q16581,P32121
site_disjoint,463,train,Enhance,Q16581,P32121
site_disjoint,464,train,Enhance,Q16581,P32121
site_disjoint,465,train,Enhance,Q16581,P32121
site_disjoint,466,val,Enhance,Q16581,P32121
site_disjoint,467,val,Inhibit,Q05682,P68133
site_disjoint,468,train,Inhibit,P0DP23,Q9Y210
site_disjoint,469,train,Enhance,Q9UQM7,Q13224
site_disjoint,470,test,Inhibit,Q9UQM7,Q13224
site_disjoint,471,train,Inhibit,Q9UQM7,Q13224
site_disjoint,472,train,Enhance,Q9UQM7,P11137
site_disjoint,473,train,Enhance,Q8N5S9,Q04917
site_disjoint,474,train,Enhance,Q8N5S9,Q04917
site_disjoint,475,train,Inhibit,Q96RR4,P0DP23
site_disjoint,476,train,Enhance,Q96RR4,P31946
site_disjoint,477,train,Enhance,Q96RR4,P31946
site_disjoint,478,train,Enhance,Q9H257,O95999
site_disjoint,479,train,Enhance,P42575,P63104
site_disjoint,480,train,Enhance,P42575,P63104
site_disjoint,481,train,Inhibit,P55210,P55211
site_disjoint,482,train,Enhance,Q14790,P27986
site_disjoint,483,train,Enhance,Q14790,P53350
site_disjoint,484,test,Enhance,P41180,P31946
site_disjoint,485,val,Inhibit,Q8WTX7,Q9NXC5
site_disjoint,486,val,Enhance,Q8WTX7,Q9H6Y7
site_disjoint,487,train,Enhance,Q03135,P60953
site_disjoint,488,train,Enhance,Q03135,P41240
site_disjoint,489,train,Enhance,Q03135,P41240
site_disjoint,490,train,Enhance,Q03135,Q14451
site_disjoint,491,train,Enhance,Q03135,Q06124
site_disjoint,492,train,Enhance,Q03135,Q12933
site_disjoint,493,test,Enhance,Q03135,Q9BZV1
site_disjoint,494,test,Enhance,Q03135,Q9BZV1
site_disjoint,495,test,Enhance,Q03135,Q9BZV1
site_disjoint,496,test,Enhance,Q03135,Q9BZV1
site_disjoint,497,train,Enhance,Q03135,Q9BZV1
site_disjoint,498,train,Enhance,Q03135,Q9BZV1
site_disjoint,499,test,Enhance,Q03135,P55072
site_disjoint,500,test,Enhance,Q03135,P55072
site_disjoint,501,test,Enhance,Q03135,P55072
site_disjoint,502,test,Enhance,Q03135,P55072
site_disjoint,503,train,Enhance,Q03135,P55072
site_disjoint,504,train,Enhance,Q03135,P55072
site_disjoint,505,train,Inhibit,P51636,Q03135
site_disjoint,506,train,Enhance,P51636,P20936
site_disjoint,507,train,Enhance,Q6NZI2,Q05469
site_disjoint,508,train,Enhance,Q6NZI2,Q05469
site_disjoint,509,train,Enhance,Q6NZI2,Q05469
site_disjoint,510,train,Enhance,P22681,P35221
site_disjoint,511,train,Enhance,P22681,P00533
site_disjoint,512,train,Enhance,P22681,P27986
site_disjoint,513,train,Enhance,P22681,P15498
site_disjoint,514,train,Enhance,P22681,Q04917
site_disjoint,515,train,Enhance,P22681,Q04917
site_disjoint,516,train,Enhance,P22681,Q04917
site_disjoint,517,test,Enhance,P22681,Q04917
site_disjoint,518,val,Enhance,Q13191,P51668
site_disjoint,519,train,Inhibit,Q9ULV8,P62837
site_disjoint,520,test,Inhibit,P83916,P68431
site_disjoint,521,train,Enhance,O00257,Q06587
site_disjoint,522,train,Enhance,Q9Y3M2,P63104
site_disjoint,523,train,Enhance,Q9Y3M2,P63104
site_disjoint,524,test,Enhance,Q8IX12,Q9GZV5
site_disjoint,525,train,Enhance,Q8N163,Q96EB6
site_disjoint,526,train,Enhance,Q9BWC9,P04637
site_disjoint,527,train,Enhance,Q8IVM0,P00533
